api_number,incident_id,year,spudyr,LifeYear,direction,operator,latitude,longitude,pathway,leak_over,pathway_detail,cause,material,material_detail,volume_gal,waterimpact,contained,state
05-045-10849,2221036,2011,2006,5,Directional,Ursa Operating LLC,39.539001,-107.697377,Separator,NA,Unknown,Human Error,Oil & Saltwater,Unknown,1428,No,Yes,CO
05-103-10937,2221263,2011,2007,4,Vertical,WPX Energy Rocky Mountain LLC,39.947526,-108.339413,Flowline,Leak,Disconnected,Human Error,Saltwater,Unknown,924,No,Yes,CO
05-103-10401,2221339,2011,2005,6,Vertical,BOPCO LLC LP,39.99114,-108.37075,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,714,No,No,CO
05-045-11857,2221554,2011,2006,5,Directional,Encana Oil & Gas Inc,39.58328,-108.136778,Manifold,NA,Weld,Equipment Failure,Saltwater,Unknown,252,No,Yes,CO
05-045-10486,2222073,2011,2005,7,Directional,Encana Oil & Gas Inc,39.44283,-107.7761,Centrifuge Unit,NA,Valve,Human Error,Drilling Waste,Unknown,294,No,No,CO
05-045-18609,2222900,2012,2009,2,Directional,Vanguard Operating LLC,39.518944,-107.625733,Wellhead,Leak,Unknown,Unknown,Saltwater,Unknown,2520,No,No,CO
05-045-20766,2222957,2012,2011,0,Directional,Encana Oil & Gas Inc,39.511157,-107.713457,Flowline,Leak,Line Plugged,Equipment Failure,Drilling Waste,Drilling Mud,252,No,Yes,CO
05-045-21180,2222980,2012,2013,-1,Directional,Coachman Energy Operating,39.508561,-107.556078,Transport,NA,Loading/Unloading,Human Error,Drilling Waste,Drilling Mud and Cement,3360,No,Yes,CO
05-045-17109,2223316,2012,2011,1,Directional,Ursa Operating LLC,39.527237,-107.6821,Blender,NA,Disconnected,Human Error,Saltwater,Unknown,1050,No,Yes,CO
05-123-35228,2223564,2012,2012,0,Horizontal,Encana Oil & Gas Inc,40.134988,-104.696649,Drill Rig,NA,Valve,Human Error,Drilling Waste,Drilling Mud,378,No,No,CO
05-103-11796,2223619,2012,2011,0,Directional,WPX Energy Rocky Mountain LLC,39.910301,-108.335088,Manifold,Leak,Unknown,Equipment Failure,Saltwater,Unknown,2520,No,Yes,CO
05-045-18949,2223795,2012,2010,2,Directional,Vanguard Operating LLC,39.517416,-107.58253,Transport,Overflow,Loading/Unloading,Human Error,Condensate,Unknown,252,No,No,CO
05-045-20639,2223949,2012,2011,1,Directional,Encana Oil & Gas Inc,39.409952,-108.067305,Tank,Leak,Unknown,Equipment Failure,Hydraulic Fracture Solution,Unknown,336,No,Yes,CO
05-123-35160,2224050,2012,2012,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.176232,-104.752101,Tank,Leak,Unknown,Human Error,Drilling Waste,Drilling Mud,3150,No,No,CO
05-103-11279,2224383,2012,2008,3,Directional,WPX Energy Rocky Mountain LLC,39.880241,-108.358295,Tank,NA,Valve,Human Error,Saltwater,Unknown,630,No,Yes,CO
05-045-17104,2224476,2012,2011,1,Directional,Ursa Operating LLC,39.527242,-107.682047,Tank,Leak,Unknown,Equipment Failure,Saltwater,Flowback,840,No,Yes,CO
05-103-11796,2224523,2012,2011,0,Directional,WPX Energy Rocky Mountain LLC,39.910301,-108.335088,Manifold,NA,Disassembly,Human Error,Saltwater,Unknown,420,No,Yes,CO
05-045-13935,2224964,2012,2007,4,Directional,Ursa Operating LLC,39.535844,-107.699357,Tank,Overflow,Transport Delay,Human Error,Saltwater,Unknown,3654,No,Yes,CO
05-045-15586,2229342,2012,2012,0,Directional,Ursa Operating LLC,39.528365,-107.694063,Transport,NA,Loading/Unloading,Human Error,Oil & Saltwater,Unknown,43848,No,Yes,CO
05-103-11678,2229540,2012,2011,1,Vertical,WPX Energy Rocky Mountain LLC,39.940924,-108.340155,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,420,No,Yes,CO
05-123-34868,2229607,2012,2012,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.174884,-104.771084,Wellhead,NA,Valve,Human Error,Drilling Waste,Drilling Mud,336,No,No,CO
05-045-18637,2229780,2012,2009,3,Directional,Vanguard Operating LLC,39.49717,-107.618005,Tank,NA,Fire,Equipment Failure,Saltwater,Unknown,630,No,No,CO
05-045-14366,2229908,2012,2007,5,Directional,Encana Oil & Gas Inc,39.64996,-108.18533,Flowline,Leak,Corrosion,Equipment Failure,Saltwater,Unknown,210,No,No,CO
05-123-35421,2230137,2012,2012,0,Horizontal,Encana Oil & Gas Inc,40.153535,-104.78533,Wellhead,NA,Well Kick,Equipment Failure,Condensate,Unknown,126,No,No,CO
05-045-13234,2230294,2011,2007,5,Directional,Caerus Piceance LLC,39.55078,-108.11478,Tank,Overflow,Unknown,Human Error,Saltwater,Unknown,1470,No,Yes,CO
05-103-11276,2230542,2012,2011,1,Directional,WPX Energy Rocky Mountain LLC,39.873691,-108.363399,Transport,Overflow,Loading/Unloading,Human Error,Crude Oil,Unknown,252,No,Yes,CO
05-123-34750,2230946,2012,2012,0,Horizontal,Encana Oil & Gas Inc,40.162031,-104.901465,Transport,Leak,Loading/Unloading,Human Error,Freshwater,Unknown,1680,No,No,CO
05-045-14600,2231748,2013,2007,5,Directional,Vanguard Operating LLC,39.50801,-107.66829,Transport,Leak,Loading/Unloading,Human Error,Crude Oil,Unknown,1386,No,Yes,CO
05-123-36362,2232908,2013,2012,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.10372,-104.657137,Vapor Recovery Tower,NA,Valve,Human Error,Crude Oil,Unknown,630,No,Yes,CO
05-045-17621,2521011,2010,2009,1,Directional,Vanguard Operating LLC,39.485527,-107.609708,Tank,NA,Valve,Human Error,Crude Oil,Unknown,2100,No,Yes,CO
05-103-10401,2521012,2010,2005,5,Vertical,BOPCO LLC LP,39.99114,-108.37075,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,2940,No,No,CO
05-045-19107,2521186,2010,2010,0,Directional,Encana Oil & Gas Inc,39.674177,-108.119917,Flowline,Leak,Disconnected,Equipment Failure,Drilling Waste,Drilling Mud,420,No,Yes,CO
05-045-11362,2521295,2010,2006,4,Directional,WPX Energy Rocky Mountain LLC,39.479785,-108.100019,Unknown,NA,Unknown,Human Error,Saltwater,Unknown,59976,No,No,CO
05-045-14263,2521443,2010,2007,3,Directional,Vanguard Operating LLC,39.50439,-107.67603,Flowline,Leak,Unknown,Human Error,Saltwater,Unknown,840,No,No,CO
05-045-18143,2521852,2010,2010,0,Directional,WPX Energy Rocky Mountain LLC,39.485497,-107.835472,Flowline,Leak,Valve/Connection,Equipment Failure,Saltwater,Unknown,210,No,Yes,CO
05-123-30953,2521902,2010,2010,0,Horizontal,Noble Energy Inc,40.43937,-104.359061,Tank,Overflow,Unknown,Human Error,Drilling Waste,Drilling Mud,420,No,No,CO
05-045-14542,2522038,2010,2007,3,Vertical,Encana Oil & Gas Inc,39.645466,-108.165161,Historic Impacts,NA,Pit,Equipment Failure,Unknown,Unknown,NA,No,Yes,CO
05-045-15092,2522040,2010,2008,2,Directional,Encana Oil & Gas Inc,39.660224,-108.160558,Historic Impacts,NA,Pit,Equipment Failure,Unknown,Unknown,NA,No,Yes,CO
05-077-09611,2522141,2010,2008,2,Directional,Piceance Energy LLC,39.264122,-107.744897,Tank,Overflow,Line Plugged,Equipment Failure,Saltwater,Unknown,630,No,Yes,CO
05-045-10384,2522159,2010,2005,5,Directional,Vanguard Operating LLC,39.506586,-107.640694,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,4200,No,No,CO
05-045-13496,2523020,2010,2005,5,Directional,Encana Oil & Gas Inc,39.637976,-108.152796,Tank,Overflow,Unknown,Equipment Failure,Saltwater,Unknown,12600,No,Yes,CO
05-103-10975,2523037,2010,2007,4,Vertical,BOPCO LLC LP,40.00114,-108.3605,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,1260,No,No,CO
05-103-11022,2523254,2010,2007,3,Directional,WPX Energy Rocky Mountain LLC,39.939121,-108.350514,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Flowback,6300,No,No,CO
05-045-12854,2523706,2011,2008,3,Directional,Linn Operating Inc,39.54238,-108.091135,Tank,NA,Valve - Froze,Environmental Conditions,Oil & Saltwater,Unknown,3864,No,Yes,CO
05-045-18259,2523725,2011,2010,0,Directional,WPX Energy Rocky Mountain LLC,39.474937,-107.798837,Tank,NA,Valve,Human Error,Saltwater,Unknown,1680,No,Yes,CO
05-045-17256,2523830,2011,2009,2,Directional,Piceance Energy LLC,39.4265,-107.8225,Tank,Overflow,Unknown,Human Error,Hydraulic Fracture Solution,Unknown,2100,No,Yes,CO
05-045-18361,2524047,2010,2010,0,Directional,Encana Oil & Gas Inc,39.494256,-107.751292,Tank,Overflow,Unknown,Human Error,Saltwater,Unknown,420,No,Yes,CO
05-045-10196,2524063,2011,2003,7,Vertical,Encana Oil & Gas Inc,39.47443,-107.7836,Transport,Leak,Loading/Unloading,Human Error,Condensate,Unknown,2016,No,Yes,CO
05-045-17611,2524095,2011,2009,2,Vertical,Piceance Energy LLC,39.4356,-107.82903,Transport,Leak,Loading/Unloading,Equipment Failure,Saltwater,Unknown,2100,No,Yes,CO
05-103-10937,2524281,2011,2007,4,Vertical,WPX Energy Rocky Mountain LLC,39.947526,-108.339413,Tank,NA,Bull Plug,Human Error,Saltwater,Unknown,420,No,Yes,CO
05-045-14811,2524330,2008,2008,1,Vertical,WPX Energy Rocky Mountain LLC,39.511536,-108.061267,Tank,NA,Valve,Human Error,Saltwater,Unknown,2100,No,No,CO
05-045-19837,2524363,2011,2010,0,Directional,Encana Oil & Gas Inc,39.663976,-108.113492,Drill Rig,NA,Gas Buster,Human Error,Unknown,Unknown,10500,Yes,No,CO
05-045-18949,2524429,2011,2010,1,Directional,Vanguard Operating LLC,39.517416,-107.58253,Tank,NA,Bull Plug,Human Error,Saltwater,Unknown,4200,No,Yes,CO
05-045-19215,2524430,2011,2010,1,Directional,Vanguard Operating LLC,39.500758,-107.561835,Tank,Overflow,Unknown,Equipment Failure,Condensate,Unknown,1218,No,No,CO
05-045-19837,2524496,2011,2010,0,Directional,Encana Oil & Gas Inc,39.663976,-108.113492,Tank,Overflow,Unknown,Human Error,Oil & Saltwater,Unknown,546,Yes,Yes,CO
05-045-17027,2524557,2011,2010,0,Directional,WPX Energy Rocky Mountain LLC,39.522159,-107.58066,Tank,Overflow,Unknown,Human Error,Hydraulic Fracture Solution,Unknown,5250,No,Yes,CO
05-045-18660,2597006,2011,2010,1,Directional,Vanguard Operating LLC,39.476888,-107.595036,Flowline,Leak,Unknown,Human Error,Condensate & Saltwater,Unknown,756,No,No,CO
05-045-19115,2605860,2010,2010,0,Directional,Encana Oil & Gas Inc,39.664122,-108.113433,Tank,NA,Valve,Human Error,Drilling Waste,Drilling Mud,504,No,Yes,CO
05-045-10429,2605864,2009,2005,4,Directional,Encana Oil & Gas Inc,39.589351,-108.044434,Pump,NA,Fitting,Equipment Failure,Saltwater,Unknown,25200,No,Yes,CO
05-045-13471,2605865,2009,2005,4,Directional,Encana Oil & Gas Inc,39.41043,-108.05083,Tank,NA,Unknown,Unknown,Crude Oil,Unknown,420,No,Yes,CO
05-045-19107,2606109,2010,2010,0,Directional,Encana Oil & Gas Inc,39.674177,-108.119917,Well Casing,NA,Seal,Equipment Failure,Drilling Waste,Cement,252,No,Yes,CO
05-045-17338,2606714,2010,2008,1,Directional,WPX Energy Rocky Mountain LLC,39.530623,-107.564576,Flowline,Leak,Valve,Human Error,Saltwater,Unknown,2100,No,No,CO
05-045-17690,2606777,2010,2009,1,Directional,Vanguard Operating LLC,39.513516,-107.625599,Pit,Leak,Liner,Equipment Failure,Unknown,Unknown,NA,No,No,CO
05-045-17905,2607025,2010,2009,1,Directional,Vanguard Operating LLC,39.504061,-107.589056,Tank,NA,Valve,Human Error,Crude Oil,Unknown,420,No,Yes,CO
05-045-17619,2607028,2010,2009,0,Directional,Vanguard Operating LLC,39.485395,-107.60971,Tank,NA,Valve,Human Error,Saltwater,Unknown,4200,No,Yes,CO
05-045-15682,2607073,2010,2009,1,Directional,Caerus Piceance LLC,39.403911,-108.075871,Tank,Overflow,Unknown,Human Error,Saltwater,Unknown,1260,No,Yes,CO
05-045-17733,2607368,2010,2009,1,Directional,Vanguard Operating LLC,39.479426,-107.61511,Pit,Overflow,Unknown,Human Error,Saltwater,Unknown,2310,No,No,CO
05-045-17733,2607371,2010,2009,1,Directional,Vanguard Operating LLC,39.479426,-107.61511,Flowline,Leak,Location,Human Error,Saltwater,Unknown,5250,No,No,CO
05-045-16316,2607389,2008,2008,0,Directional,Caerus Piceance LLC,39.50647,-108.17644,Flowline,Leak,Unknown,Equipment Failure,Hydraulic Fracture Solution,Unknown,420,No,No,CO
05-045-13969,2607422,2009,2008,1,Directional,Caerus Piceance LLC,39.53831,-108.15069,Tank,NA,Valve,Equipment Failure,Condensate,Unknown,630,No,Yes,CO
05-045-12892,2607424,2008,2008,1,Directional,Caerus Piceance LLC,39.50344,-108.174,Tank,Overflow,Unknown,Equipment Failure,Saltwater,Unknown,420,No,No,CO
05-045-07637,2607450,2008,2000,8,Directional,Caerus Piceance LLC,39.54086,-108.1179,Historic Impacts,NA,Unknown,Unknown,Saltwater,Unknown,NA,No,Yes,CO
05-045-12939,2607454,2008,2008,1,Directional,Caerus Piceance LLC,39.50994,-108.17383,Flowline,Leak,Corrosion,Equipment Failure,Saltwater,Unknown,714,No,No,CO
05-045-19107,2607648,2010,2010,0,Directional,Encana Oil & Gas Inc,39.674177,-108.119917,Well Casing,NA,Unknown,Equipment Failure,Drilling Waste,Drilling Mud,840,No,Yes,CO
05-045-13234,2607806,2009,2007,2,Directional,Caerus Piceance LLC,39.55078,-108.11478,Sump,Leak,Unknown,Equipment Failure,Saltwater,Unknown,NA,No,No,CO
05-045-13114,2607887,2010,2007,3,Directional,WPX Energy Rocky Mountain LLC,39.469435,-107.934705,Flowline,Leak,Valve,Human Error,Saltwater,Unknown,924,No,No,CO
05-045-12082,2608108,2010,2007,3,Directional,Antero Resources Piceance Corp,39.531123,-107.653224,Tank,Overflow,Gas Bubble,Equipment Failure,Saltwater,Unknown,420,No,Yes,CO
05-045-18361,2608641,2010,2010,0,Directional,Encana Oil & Gas Inc,39.494256,-107.751292,Tank,Overflow,Unknown,Human Error,Saltwater,Unknown,1890,No,Yes,CO
05-103-11505,2608644,2010,2009,1,Directional,WPX Energy Rocky Mountain LLC,39.952735,-108.339524,Historic Impacts,NA,Pit,Unknown,Drilling Waste,Unknown,NA,No,Yes,CO
05-045-16111,2608770,2010,2008,2,Vertical,WPX Energy Rocky Mountain LLC,39.509046,-107.52429,Tank,Overflow,Unknown,Equipment Failure,Saltwater,Unknown,2520,No,Yes,CO
05-045-13406,200070592,2005,2005,0,Directional,Encana Oil & Gas Inc,39.444298,-107.721255,Tank,NA,Valve,Human Error,Hydraulic Fracture Solution,Unknown,16800,No,No,CO
05-045-11917,200098060,2006,2006,0,Directional,Ursa Operating LLC,39.531729,-107.733585,Wellhead,NA,Valve,Human Error,Saltwater,Flowback,46200,Yes,No,CO
05-045-11993,200103172,2007,2006,1,Directional,Vanguard Operating LLC,39.482689,-107.639994,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,2940,No,No,CO
05-045-11993,200104088,2007,2006,1,Directional,Vanguard Operating LLC,39.482689,-107.639994,Flowline,Leak,Valve - Froze,Environmental Conditions,Saltwater,Unknown,25200,Yes,Yes,CO
05-077-09002,200106646,2007,2006,1,Directional,Piceance Energy LLC,39.233794,-107.765897,Pit,NA,Unknown,Unknown,Unknown,Unknown,NA,Yes,No,CO
05-045-10956,200218306,2009,2005,2,Directional,Encana Oil & Gas Inc,39.478442,-107.767889,Transport,Leak,Loading/Unloading,Human Error,Condensate & Saltwater,Unknown,7350,No,Yes,CO
05-045-14096,200247261,2010,2007,3,Directional,Vanguard Operating LLC,39.469682,-107.599545,Pit,Leak,Liner - Animal,Environmental Conditions,Unknown,Unknown,NA,No,No,CO
05-045-14709,400597258,2014,2007,7,Directional,OXY USA WTP LP,39.518268,-108.248676,Flowline,Leak,Valve,Equipment Failure,Saltwater,Unknown,126,No,No,CO
05-045-15415,400621889,2014,2010,4,Directional,WPX Energy Rocky Mountain LLC,39.465016,-107.969296,Blowout,NA,Casing Valve,Equipment Failure,Drilling Waste,Unknown,1260,No,No,CO
05-045-10909,400638002,2014,2006,8,Directional,Ursa Operating LLC,39.544601,-107.717315,Transport,Leak,Disconnected,Equipment Failure,Crude Oil,Unknown,84,No,No,CO
05-103-11792,400660215,2014,2013,1,Directional,WPX Energy Rocky Mountain LLC,39.880515,-108.36694,Blowout,NA,Kill Plug,Equipment Failure,Saltwater,Flowback,10920,No,No,CO
05-045-22217,400693550,2014,2014,0,Directional,WPX Energy Rocky Mountain LLC,39.54324,-107.558326,Pump,Leak,Suction Hose,Equipment Failure,Saltwater,Flowback,1470,No,No,CO
05-045-20553,400694872,2014,2013,1,Directional,Ursa Operating LLC,39.421017,-108.06056,Transport,Overflow,Loading/Unloading,Human Error,Saltwater,Unknown,420,No,No,CO
05-123-30151,400696917,2014,2010,4,Vertical,Noble Energy Inc,40.539084,-104.491619,Wellhead,Leak,Well Casing Damaged,Human Error,Condensate,Unknown,168,No,No,CO
05-045-13512,400703176,2014,2005,9,Directional,Encana Oil & Gas Inc,39.51129,-107.71341,Tank,Leak,Bottom Failure,Equipment Failure,Saltwater,Unknown,6300,No,Yes,CO
05-123-35880,400737329,2014,2012,2,Horizontal,Encana Oil & Gas Inc,40.159221,-104.796135,Transport,Overflow,Loading/Unloading,Human Error,Condensate,Unknown,84,No,No,CO
05-045-14718,400745229,2014,2010,4,Directional,Marathon Oil,39.5094,-108.21823,Flowline,Leak,Elbow Bend,Equipment Failure,Condensate & Saltwater,Unknown,9786,No,No,CO
05-123-34772,2145128,2013,2012,1,Horizontal,Noble Energy Inc,40.53602,-104.52773,Tank,NA,Valve,Human Error,Crude Oil,Unknown,420,No,No,CO
05-123-36557,2145186,2013,2013,0,Horizontal,Carrizo Niobrara LLC,40.59648,-104.30212,Transport,Overflow,Loading/Unloading,Human Error,Diesel,Unknown,40,No,Yes,CO
05-123-36663,2145187,2013,2013,0,Horizontal,Noble Energy Inc,40.653803,-104.126016,Tank,NA,Gasket,Equipment Failure,Saltwater,Unknown,210,No,Yes,CO
05-123-35463,2145221,2013,2012,1,Horizontal,Extraction Oil & Gas LLC,40.44167,-104.69566,Tank,NA,Valve,Equipment Failure,Saltwater,Unknown,4200,No,No,CO
05-123-36053,2145267,2013,2013,0,Horizontal,Whiting Oil & Gas Corp,40.787213,-104.042118,Tank,Overflow,Unanticipated Volume,Environmental Conditions,Saltwater,Unknown,1050,No,Yes,CO
05-123-35894,2145310,2013,2013,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.175049,-104.827798,Wellhead,NA,Drill Rig Tipped Over,Human Error,Drilling Waste,Drilling Mud,378,No,No,CO
05-123-36639,2145474,2013,2013,0,Horizontal,Noble Energy Inc,40.65562,-104.23839,Flowline,Leak,Disconnected,Equipment Failure,Hydraulic Fracture Solution,Unknown,420,No,No,CO
05-123-36310,2145514,2013,2013,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.205038,-104.751637,Drill Rig,NA,Fracture Propagation,Unknown,Drilling Waste,Drilling Mud,420,No,No,CO
05-123-36217,2145600,2013,2013,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.118265,-104.693211,Flowline,Leak,Valve,Equipment Failure,Saltwater,Unknown,210,No,Yes,CO
05-123-37156,2145727,2013,2013,0,Horizontal,Noble Energy Inc,40.565898,-104.394827,Flowline,Leak,Unknown,Equipment Failure,Drilling Waste,Drilling Mud and Cuttings,1680,No,No,CO
05-123-36825,2145895,2013,2013,0,Horizontal,Noble Energy Inc,40.585728,-104.524962,Drill Rig,NA,Unknown,Equipment Failure,Drilling Waste,Drilling Mud,210,No,No,CO
05-123-37448,2145986,2013,2013,0,Horizontal,Noble Energy Inc,40.778531,-103.861898,Drill Rig,NA,Unknown,Equipment Failure,Drilling Waste,Drilling Mud,630,No,Yes,CO
05-069-06445,2145993,2013,2013,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.408929,-104.945458,Flowline,Leak,Unknown,Equipment Failure,Drilling Waste,Drilling Mud,252,No,Yes,CO
05-123-37286,2146079,2013,2013,0,Horizontal,Bonanza Creek Energy Operating Co LLC,40.36224,-104.37071,Tank,NA,Valve,Human Error,Crude Oil,Unknown,4200,No,No,CO
05-123-36403,2146137,2013,2013,0,Horizontal,Noble Energy Inc,40.586038,-104.524954,Tank,NA,Valve,Equipment Failure,Saltwater,Unknown,84,No,No,CO
05-123-37735,2146465,2013,2013,0,Horizontal,Noble Energy Inc,40.343903,-104.733965,Tank,NA,Valve,Equipment Failure,Drilling Waste,Drilling Mud,168,No,No,CO
05-123-36874,2146486,2013,2013,0,Horizontal,Bonanza Creek Energy Operating Co LLC,40.36445,-104.3239,Tank,NA,Valve,Human Error,Crude Oil,Unknown,420,No,No,CO
05-123-36263,2146506,2013,2013,1,Horizontal,Noble Energy Inc,40.744486,-103.90418,Tank,NA,Fitting,Equipment Failure,Saltwater,Unknown,4830,No,Yes,CO
05-123-34978,2146529,2013,2013,0,Horizontal,Whiting Oil & Gas Corp,40.785987,-104.028463,Wellhead,NA,Valve,Human Error,Oil & Saltwater,Unknown,2100,No,Yes,CO
05-123-36123,2146530,2013,2013,0,Horizontal,Whiting Oil & Gas Corp,40.756961,-104.018789,Separator,NA,Gasket,Equipment Failure,Oil & Saltwater,Unknown,798,No,Yes,CO
05-123-36124,2146531,2013,2012,1,Horizontal,Whiting Oil & Gas Corp,40.808747,-103.834514,Tank,Overflow,Unanticipated Volume,Environmental Conditions,Oil & Saltwater,Unknown,420,No,Yes,CO
05-123-35951,2146577,2013,2013,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.115871,-104.634106,Flowline,Leak,Unknown,Equipment Failure,Crude Oil,Unknown,126,No,No,CO
05-123-36123,2146745,2013,2013,0,Horizontal,Whiting Oil & Gas Corp,40.756961,-104.018789,Separator,NA,Gasket,Equipment Failure,Oil & Saltwater,Unknown,2310,No,Yes,CO
05-123-36123,2146746,2013,2013,0,Horizontal,Whiting Oil & Gas Corp,40.756961,-104.018789,Separator,NA,Valve,Human Error,Crude Oil,Unknown,420,No,Yes,CO
05-123-33001,2146802,2013,2011,2,Horizontal,Barret Bill Corp,40.379483,-104.301928,Stuffing Box,NA,Well Communication,Equipment Failure,Crude Oil,Unknown,210,No,Yes,CO
05-123-33331,2146835,2013,2012,2,Horizontal,Bonanza Creek Energy Operating Co LLC,40.40772,-104.23145,Stuffing Box,NA,Rubbers,Equipment Failure,Crude Oil,Unknown,840,No,No,CO
05-123-38332,2146855,2013,2013,0,Horizontal,Carrizo Niobrara LLC,40.63921,-104.19888,Flowline,Leak,Fitting,Equipment Failure,Drilling Waste,Drill Cuttings and Freshwater,1092,No,Yes,CO
05-123-35596,2147084,2013,2013,0,Horizontal,Noble Energy Inc,40.39829,-104.85264,Transport,Leak,Loading/Unloading,Human Error,Crude Oil,Unknown,420,No,Yes,CO
05-123-36330,2147088,2013,2013,1,Horizontal,PDC Energy Inc,40.50986,-104.82836,Flowline,Leak,Unknown,Equipment Failure,Condensate,Unknown,1050,No,Yes,CO
05-123-38335,2147136,2013,2013,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.103005,-104.737387,Wellhead,NA,Wellbore Plugged - Mud Boot Formed,Unknown,Drilling Waste,Drilling Mud,294,No,Yes,CO
05-123-35968,2147255,2013,2012,1,Horizontal,Bonanza Creek Energy Operating Co LLC,40.36403,-104.41475,Transport,Overflow,Loading/Unloading,Human Error,Crude Oil,Unknown,84,No,No,CO
05-123-36479,2147258,2013,2013,0,Horizontal,PDC Energy Inc,40.53766,-104.53137,Drill Rig,NA,Fracture Propagation,Unknown,Drilling Waste,Drilling Mud,420,No,No,CO
05-123-33925,2147259,2013,2013,0,Horizontal,Barret Bill Corp,40.349325,-104.168761,Flowline,Leak,Valve,Equipment Failure,Crude Oil,Unknown,168,No,No,CO
05-123-33418,2147308,2013,2011,2,Horizontal,Bonanza Creek Energy Operating Co LLC,40.43489,-104.30264,Header,Leak,Froze,Environmental Conditions,Crude Oil,Unknown,84,No,No,CO
05-123-36469,2147311,2013,2013,1,Horizontal,Bonanza Creek Energy Operating Co LLC,40.4074,-104.21915,Separator,NA,Rupture Disk - Froze,Environmental Conditions,Crude Oil,Unknown,84,No,No,CO
05-123-36597,2147312,2013,2013,1,Horizontal,Bonanza Creek Energy Operating Co LLC,40.40911,-104.26881,Transport,Overflow,Loading/Unloading,Human Error,Crude Oil,Unknown,42,No,No,CO
05-123-34896,2147317,2013,2013,1,Horizontal,Whiting Oil & Gas Corp,40.786005,-103.985517,Heater Treater,NA,Valve,Equipment Failure,Crude Oil,Unknown,4200,No,Yes,CO
05-123-34812,2147358,2013,2012,2,Horizontal,Noble Energy Inc,40.27951,-104.71679,Transport,Overflow,Loading/Unloading,Human Error,Crude Oil,Unknown,336,No,No,CO
05-123-32424,2147377,2013,2012,2,Horizontal,Barret Bill Corp,40.63893,-104.27654,Stuffing Box,NA,Line - Froze,Environmental Conditions,Crude Oil,Unknown,84,No,No,CO
05-123-36210,2147428,2014,2013,0,Horizontal,Encana Oil & Gas Inc,40.21514,-105.00878,Transport,Leak,Loading/Unloading,Human Error,Drilling Waste,Drilling Mud,210,No,No,CO
05-123-37031,2147442,2014,2013,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.160463,-104.804131,Tank,NA,Valve,Equipment Failure,Saltwater,Unknown,378,No,Yes,CO
05-123-37671,2147444,2013,2013,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.236912,-104.82245,Transport,Leak,Loading/Unloading,Human Error,Saltwater,Recycled Water,672,No,Yes,CO
05-123-37409,2147488,2013,2013,0,Horizontal,PDC Energy Inc,40.37364,-104.62017,Unknown,NA,Froze,Environmental Conditions,Drilling Waste,Drilling Mud,420,No,Yes,CO
05-123-30749,2147503,2013,2010,4,Horizontal,EOG Resources Inc,40.91635,-104.430636,Flowline,Leak,Fitting,Equipment Failure,Crude Oil,Unknown,3150,No,Yes,CO
05-123-36867,2147603,2014,2013,1,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.153621,-104.714121,Separator,NA,Oil Dump,Equipment Failure,Condensate,Unknown,504,No,No,CO
05-123-37551,2147622,2014,2013,0,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.233114,-104.801979,Flowline,Leak,Snubbing,Human Error,Oil & Saltwater,Unknown,420,No,Yes,CO
05-123-38634,2147674,2014,2014,0,Horizontal,Bonanza Creek Energy Operating Co LLC,40.37528,-104.22236,Tank,NA,Valve,Human Error,Crude Oil,Unknown,3150,No,No,CO
05-123-37879,2147675,2014,2014,0,Horizontal,Whiting Oil & Gas Corp,40.808886,-103.834406,Flowline,Leak,Froze,Environmental Conditions,Drilling Waste,Drilling Mud,504,No,Yes,CO
05-123-37730,2147676,2014,2013,0,Horizontal,Whiting Oil & Gas Corp,40.808881,-103.858489,Separator,NA,Unknown,Equipment Failure,Crude Oil,Unknown,252,No,No,CO
05-123-37972,2147679,2014,2014,0,Horizontal,Encana Oil & Gas Inc,40.08917,-104.75618,Blowout Preventer,NA,Disconnected,Human Error,Drilling Waste,Drilling Fluids and Cement,84,No,No,CO
05-123-36477,2147691,2014,2013,1,Horizontal,Kerr-McGee Oil & Gas Onshore LP,40.12962,-104.754904,Separator,NA,Gasket,Equipment Failure,Crude Oil,Unknown,84,No,No,CO
