file_no,api,operator,depth_ft,spudyr,latitude,longitude,status,direction,state
17812,33-061-00925,Fidelity Exploration and Production Company,20042,2009,48.09422692,-102.4804431,Active,Horizontal,ND
17864,33-061-00946,Slawson Exploration Company Inc,15270,2009,47.94803118,-102.5509015,Active,Horizontal,ND
17832,33-053-02977,XTO Energy Inc,20615,2009,47.79086446,-103.0953347,Active,Horizontal,ND
17122,33-061-00691,EOG Resources Inc,14400,2009,48.11063367,-102.2682931,Active,Horizontal,ND
18378,33-061-01145,Marathon Oil Company,20043,2009,47.8467876,-102.5710714,Active,Horizontal,ND
17811,33-053-02973,Newfield Production Company,14875,2009,48.03893667,-103.0589527,Active,Horizontal,ND
17937,33-061-00971,EOG Resources Inc,14460,2009,48.37345232,-102.5439178,Inactive,Horizontal,ND
17385,33-061-00778,Slawson Exploration Company Inc,14130,2009,48.41682776,-102.4448121,Active,Horizontal,ND
17625,33-053-02936,Petro-Hunt LLC,15797,2009,48.09893593,-102.9332469,Active,Horizontal,ND
18314,33-053-03053,Burlington Rescources Oil and Gas Company LP,20016,2009,48.0246706,-102.9934383,Inactive,Horizontal,ND
18018,33-053-03012,Burlington Rescources Oil and Gas Company LP,20080,2009,47.87542835,-102.9567065,Inactive,Horizontal,ND
17970,33-053-03004,Burlington Rescources Oil and Gas Company LP,19846,2009,48.02448237,-102.9193993,Active,Horizontal,ND
18210,33-053-03038,Burlington Rescources Oil and Gas Company LP,20765,2009,48.0229818,-102.9583247,Active,Horizontal,ND
17849,33-025-00876,Burlington Rescources Oil and Gas Company LP,19911,2009,47.50427465,-102.6036726,Active,Horizontal,ND
18442,33-053-03079,Burlington Rescources Oil and Gas Company LP,19950,2009,47.96397987,-102.9570069,Active,Horizontal,ND
17976,33-025-00898,Burlington Rescources Oil and Gas Company LP,20050,2009,47.41475006,-102.603774,Active,Horizontal,ND
18140,33-053-03029,Burlington Rescources Oil and Gas Company LP,21089,2009,47.99284136,-102.8446845,Active,Horizontal,ND
17987,33-025-00904,Burlington Rescources Oil and Gas Company LP,20245,2009,47.38571916,-102.6988211,Active,Horizontal,ND
17867,33-013-01451,Cornerstone Natural Resources LLC,17150,2009,48.76232198,-102.4061168,Active,Horizontal,ND
18225,33-053-03041,Burlington Rescources Oil and Gas Company LP,20462,2009,47.81914652,-102.9802606,Active,Horizontal,ND
18106,33-025-00933,Burlington Rescources Oil and Gas Company LP,20185,2009,47.25504286,-102.8044349,Active,Horizontal,ND
18074,33-025-00922,Burlington Rescources Oil and Gas Company LP,20283,2009,47.38565185,-102.7950243,Active,Horizontal,ND
17767,33-025-00858,Burlington Rescources Oil and Gas Company LP,19944,2009,47.35644093,-102.7208385,Active,Horizontal,ND
17402,33-053-02912,Burlington Rescources Oil and Gas Company LP,22097,2009,47.70328837,-103.0474775,Active,Horizontal,ND
17733,33-053-02957,Burlington Rescources Oil and Gas Company LP,20545,2009,47.76113471,-102.8929245,Active,Horizontal,ND
18020,33-053-03013,Burlington Rescources Oil and Gas Company LP,20024,2009,47.99107662,-102.8276171,Active,Horizontal,ND
17974,33-053-03006,Burlington Rescources Oil and Gas Company LP,19879,2009,48.02464246,-102.9626993,Active,Horizontal,ND
17989,33-025-00905,Burlington Rescources Oil and Gas Company LP,20129,2009,47.25502258,-102.7833202,Active,Horizontal,ND
18080,33-025-00924,Burlington Rescources Oil and Gas Company LP,20986,2009,47.53044066,-102.7350913,Inactive,Horizontal,ND
18177,33-053-03034,Burlington Rescources Oil and Gas Company LP,20930,2009,48.02303023,-102.990002,Inactive,Horizontal,ND
18013,33-053-03011,Burlington Rescources Oil and Gas Company LP,20340,2009,47.76182867,-102.9347227,Active,Horizontal,ND
18380,33-053-03063,Burlington Rescources Oil and Gas Company LP,20550,2009,47.90609713,-103.0836739,Active,Horizontal,ND
18336,33-053-03057,Burlington Rescources Oil and Gas Company LP,20994,2009,47.9932044,-103.0121118,Active,Horizontal,ND
17868,33-025-00879,Burlington Rescources Oil and Gas Company LP,20470,2009,47.36853924,-102.8845401,Active,Horizontal,ND
17973,33-053-03005,Burlington Rescources Oil and Gas Company LP,20185,2009,47.9333552,-102.9245957,Active,Horizontal,ND
18439,33-105-01760,STATOIL Oil and Gas LP,19920,2009,48.18436611,-103.8510529,Active,Horizontal,ND
18255,33-023-00561,Samson Resource Company,14375,2009,48.90948861,-103.5093529,Inactive,Horizontal,ND
18311,33-105-01752,STATOIL Oil and Gas LP,20500,2009,48.13925728,-103.6051188,Active,Horizontal,ND
18324,33-105-01753,STATOIL Oil and Gas LP,19920,2009,48.13899408,-103.9215717,Active,Horizontal,ND
17340,33-053-02898,Burlington Rescources Oil and Gas Company LP,20857,2009,47.73114766,-102.9805353,Active,Horizontal,ND
17756,33-025-00852,Burlington Rescources Oil and Gas Company LP,20623,2009,47.55918921,-102.7725734,Active,Horizontal,ND
18044,33-025-00915,Burlington Rescources Oil and Gas Company LP,19990,2009,47.26968245,-102.6669784,Active,Horizontal,ND
18025,33-053-03014,Burlington Rescources Oil and Gas Company LP,20385,2009,47.87552087,-102.9245528,Active,Horizontal,ND
17635,33-053-02940,Burlington Rescources Oil and Gas Company LP,20279,2009,47.81786502,-103.0103616,Active,Horizontal,ND
18204,33-105-01745,STATOIL Oil and Gas LP,19426,2009,48.34182915,-103.9443806,Active,Horizontal,ND
18175,33-105-01740,STATOIL Oil and Gas LP,20125,2009,48.18269251,-103.802517,Active,Horizontal,ND
18456,33-105-01762,STATOIL Oil and Gas LP,19701,2009,48.31254502,-103.8733445,Active,Horizontal,ND
18256,33-105-01747,STATOIL Oil and Gas LP,20347,2009,48.2548463,-103.9476348,Active,Horizontal,ND
17692,33-023-00553,Samson Resource Company,13960,2009,48.87794755,-103.4182271,Active,Horizontal,ND
18282,33-105-01749,STATOIL Oil and Gas LP,20044,2009,48.24184683,-103.814789,Active,Horizontal,ND
18307,33-105-01751,STATOIL Oil and Gas LP,20255,2009,48.21176539,-103.4907882,Active,Horizontal,ND
17755,33-053-02960,STATOIL Oil and Gas LP,16000,2009,47.99433235,-103.2419371,Inactive,Horizontal,ND
18371,33-061-01141,STATOIL Oil and Gas LP,20030,2009,48.29912833,-102.6651636,Active,Horizontal,ND
18369,33-105-01755,STATOIL Oil and Gas LP,19875,2009,48.11451239,-103.7557472,Active,Horizontal,ND
18421,33-023-00570,Samson Resource Company,13718,2009,48.87923799,-103.4384934,Active,Horizontal,ND
17747,33-011-01482,Continental Resources Inc,17303,2009,46.09987906,-103.9310458,Active,Horizontal,ND
17656,33-087-00351,Continental Resources Inc,15723,2009,46.29522711,-104.0315603,Active,Horizontal,ND
17670,33-087-00353,Continental Resources Inc,14395,2009,46.29265627,-104.0282204,Active,Horizontal,ND
17837,33-011-01483,Continental Resources Inc,15352,2009,46.09987868,-103.9302567,Active,Horizontal,ND
18263,33-011-01492,Denbury Onshore LLC,16615,2009,46.14962497,-103.776575,Active,Horizontal,ND
18003,33-061-00993,Whiting Oil and Gas Corp,20060,2010,48.05407032,-102.5700278,Active,Horizontal,ND
18403,33-061-01153,EOG Resources Inc,14340,2010,48.25404268,-102.3036191,Active,Horizontal,ND
19065,33-105-01855,Continental Resources Inc,19500,2010,48.60488379,-103.109907,Active,Horizontal,ND
18801,33-105-01810,Oasis Petroleum LLC,20369,2010,48.25681421,-103.8548828,Active,Horizontal,ND
19239,33-105-01896,EOG Resources Inc,16166,2010,48.27165939,-103.9930152,Active,Horizontal,ND
17951,33-061-00976,EOG Resources Inc,14051,2010,48.15418235,-102.1176352,Active,Horizontal,ND
18010,33-061-00996,EOG Resources Inc,14097,2010,48.15416599,-102.1818223,Active,Horizontal,ND
18616,33-061-01239,EOG Resources Inc,13583,2010,48.48980366,-102.2569629,Active,Horizontal,ND
19191,33-105-01880,Continental Resources Inc,19590,2010,48.60504279,-103.0113479,Active,Horizontal,ND
18594,33-053-03098,EOG Resources Inc,16765,2010,47.73101854,-102.7481718,Active,Horizontal,ND
17965,33-053-03002,Continental Resources Inc,20300,2010,47.50006356,-103.115016,Active,Horizontal,ND
19340,33-025-01145,Continental Resources Inc,21400,2010,47.43092448,-102.9650554,Active,Horizontal,ND
19312,33-053-03214,Hess Bakken Investments II LLC,20548,2010,47.99148671,-103.0173601,Active,Horizontal,ND
19005,33-061-01356,Whiting Oil and Gas Corp,20611,2010,48.10129954,-102.5699462,Active,Horizontal,ND
18853,33-061-01310,Whiting Oil and Gas Corp,20150,2010,48.08385121,-102.4380306,Active,Horizontal,ND
19822,33-105-02014,Whiting Oil and Gas Corp,17820,2010,48.60856924,-103.1691786,Active,Horizontal,ND
19692,33-061-01521,Whiting Oil and Gas Corp,17532,2010,48.03124797,-102.4621899,Active,Horizontal,ND
19546,33-105-01959,Whiting Oil and Gas Corp,17614,2010,48.60870584,-103.2344456,Active,Horizontal,ND
19761,33-053-03315,Oasis Petroleum LLC,19602,2010,47.84890644,-103.8031124,Active,Horizontal,ND
19823,33-105-02015,Oasis Petroleum LLC,20122,2010,48.28552044,-103.6388847,Active,Horizontal,ND
19350,33-053-03223,Oasis Petroleum LLC,21068,2010,47.9629373,-103.248621,Active,Horizontal,ND
19076,33-061-01381,Hess Bakken Investments II LLC,21082,2010,48.14033991,-102.6421409,Active,Horizontal,ND
19017,33-023-00617,Hess Bakken Investments II LLC,17698,2010,48.8663748,-102.9714093,Active,Horizontal,ND
18218,33-053-03039,Hess Bakken Investments II LLC,20101,2010,47.91841421,-102.8660423,Active,Horizontal,ND
19459,33-105-01943,Hess Bakken Investments II LLC,20701,2010,48.31262705,-103.3111476,Active,Horizontal,ND
18038,33-061-01003,EOG Resources Inc,15203,2010,47.88984557,-102.274121,Active,Horizontal,ND
19439,33-105-01941,Continental Resources Inc,19330,2010,48.60541955,-103.1325295,Active,Horizontal,ND
19514,33-053-03258,Marathon Oil Company,22890,2010,47.89438337,-102.6840307,Active,Horizontal,ND
19654,33-023-00655,Continental Resources Inc,19240,2010,48.69163722,-103.1376319,Active,Horizontal,ND
19212,33-105-01887,Continental Resources Inc,20163,2010,48.20700871,-103.9721259,Active,Horizontal,ND
19213,33-105-01888,Continental Resources Inc,17450,2010,48.20801444,-104.0143592,Active,Horizontal,ND
18742,33-105-01799,Continental Resources Inc,20283,2010,48.24041739,-103.975839,Active,Horizontal,ND
18385,33-025-00991,Marathon Oil Company,20332,2010,47.38696426,-102.457271,Active,Horizontal,ND
18413,33-105-01756,Continental Resources Inc,15327,2010,48.35762074,-103.4149324,Active,Horizontal,ND
18486,33-025-01005,Marathon Oil Company,19678,2010,47.38506256,-102.4546456,Active,Horizontal,ND
18062,33-061-01013,EOG Resources Inc,15100,2010,48.29904089,-102.4836364,Inactive,Horizontal,ND
18943,33-061-01338,Whiting Oil and Gas Corp,19527,2010,48.08185212,-102.3932903,Active,Horizontal,ND
19410,33-053-03236,Whiting Oil and Gas Corp,20333,2010,47.64480105,-103.2745759,Active,Horizontal,ND
19174,33-061-01402,Whiting Oil and Gas Corp,20120,2010,48.11710229,-102.3755833,Active,Horizontal,ND
18762,33-061-01284,Whiting Oil and Gas Corp,19216,2010,48.07812725,-102.5235494,Active,Horizontal,ND
18802,33-105-01811,Oasis Petroleum LLC,21055,2010,48.2568144,-103.8552937,Active,Horizontal,ND
19260,33-053-03197,Sinclair Oil and Gas Company,21351,2010,47.50252233,-103.2014498,Active,Horizontal,ND
18400,33-061-01151,Hess Bakken Investments II LLC,19257,2010,48.37314059,-102.740001,Active,Horizontal,ND
17786,33-061-00913,EOG Resources Inc,13212,2010,48.45876474,-102.2934347,Active,Horizontal,ND
18897,33-105-01826,Continental Resources Inc,19984,2010,48.24001314,-104.0217304,Active,Horizontal,ND
19478,33-105-01945,EOG Resources Inc,20057,2010,48.16850051,-103.9857541,Active,Horizontal,ND
17543,33-061-00837,EOG Resources Inc,14630,2010,48.15238999,-102.1329949,Active,Horizontal,ND
19537,33-105-01957,Continental Resources Inc,19090,2010,48.60497722,-102.9026121,Active,Horizontal,ND
19125,33-061-01395,EOG Resources Inc,15020,2010,48.09647859,-102.2920816,Active,Horizontal,ND
19663,33-105-01990,Hess Bakken Investments II LLC,21340,2010,48.16870447,-103.3194697,Active,Horizontal,ND
18952,33-061-01342,Hess Bakken Investments II LLC,21184,2010,48.31103675,-102.7037869,Active,Horizontal,ND
19570,33-061-01498,Hess Bakken Investments II LLC,20965,2010,48.14025193,-102.6869546,Inactive,Horizontal,ND
16811,33-025-00672,Marathon Oil Company,20270,2010,47.47508755,-102.7460938,Active,Horizontal,ND
18599,33-025-01026,OXY USA Inc,19944,2010,47.24190248,-102.9540297,Active,Horizontal,ND
18395,33-025-00992,OXY USA Inc,19825,2010,47.18437748,-102.7418378,Active,Horizontal,ND
18419,33-053-03072,WPX Energy Williston LLC,20575,2010,47.67520575,-102.733596,Active,Horizontal,ND
19309,33-061-01430,Hunt Oil Company,18643,2010,48.19765954,-102.0828725,Active,Horizontal,ND
18344,33-025-00978,Whiting Oil and Gas Corp,15770,2010,47.59018996,-102.5233294,Active,Horizontal,ND
18770,33-105-01803,Whiting Oil and Gas Corp,18955,2010,48.11027129,-103.3174773,Active,Horizontal,ND
19301,33-053-03211,Whiting Oil and Gas Corp,20670,2010,47.92693446,-103.3710823,Active,Horizontal,ND
19148,33-025-01124,Hunt Oil Company,20064,2010,47.38705829,-102.4777576,Active,Horizontal,ND
19311,33-023-00634,Whiting Oil and Gas Corp,17822,2010,48.64689812,-103.2065586,Active,Horizontal,ND
19414,33-105-01932,Oasis Petroleum LLC,20339,2010,48.22758884,-103.673517,Active,Horizontal,ND
19101,33-013-01504,Oasis Petroleum LLC,18417,2010,48.74865239,-102.6385408,Active,Horizontal,ND
19784,33-023-00663,Continental Resources Inc,19205,2010,48.64694913,-102.9883053,Active,Horizontal,ND
18681,33-025-01044,Marathon Oil Company,20725,2010,47.41461368,-102.5401393,Active,Horizontal,ND
18410,33-013-01473,Oasis Petroleum LLC,19010,2010,48.61941126,-102.5829639,Active,Horizontal,ND
18862,33-013-01494,EOG Resources Inc,18950,2010,48.5613053,-102.3654291,Active,Horizontal,ND
19290,33-105-01902,Continental Resources Inc,19237,2010,48.60517741,-103.0550775,Active,Horizontal,ND
17661,33-061-00880,Oasis Petroleum LLC,20400,2010,48.13969423,-102.6033948,Active,Horizontal,ND
17542,33-061-00836,EOG Resources Inc,14565,2010,48.25576008,-102.2695527,Active,Horizontal,ND
19308,33-105-01906,Oasis Petroleum LLC,21277,2010,48.34182654,-103.7019489,Active,Horizontal,ND
18995,33-061-01354,Oasis Petroleum LLC,19464,2010,48.45620314,-102.5364922,Active,Horizontal,ND
18679,33-025-01043,Continental Resources Inc,21071,2010,47.43112891,-102.9030486,Active,Horizontal,ND
19790,33-053-03320,EOG Resources Inc,20419,2010,47.907583,-102.7290311,Active,Horizontal,ND
19655,33-023-00656,SM Energy Company,17172,2010,48.86450565,-103.6110598,Active,Horizontal,ND
19303,33-053-03212,SM Energy Company,20789,2010,47.93586385,-103.4429062,Active,Horizontal,ND
18759,33-007-01647,Whiting Oil and Gas Corp,20640,2010,47.082557,-103.3927334,Active,Horizontal,ND
18553,33-061-01211,Whiting Oil and Gas Corp,19810,2010,48.11681962,-102.4194846,Active,Horizontal,ND
17776,33-061-00911,Whiting Oil and Gas Corp,19893,2010,48.03097624,-102.3951774,Active,Horizontal,ND
19026,33-053-03165,Newfield Production Company,15711,2010,47.8346515,-103.4167758,Inactive,Horizontal,ND
19760,33-061-01539,Whiting Oil and Gas Corp,20085,2010,48.12942517,-102.3759977,Active,Horizontal,ND
18541,33-053-03090,Continental Resources Inc,21122,2010,47.84821931,-103.0135545,Active,Horizontal,ND
19259,33-061-01425,Whiting Oil and Gas Corp,19982,2010,48.17584734,-102.4168797,Active,Horizontal,ND
19795,33-053-03321,Newfield Production Company,20879,2010,47.76205849,-103.3433328,Active,Horizontal,ND
18936,33-023-00611,Continental Resources Inc,19160,2010,48.75002287,-103.0541436,Active,Horizontal,ND
18937,33-023-00612,Continental Resources Inc,18640,2010,48.75002281,-103.0542763,Active,Horizontal,ND
19063,33-023-00618,Continental Resources Inc,18860,2010,48.69028125,-102.9482321,Active,Horizontal,ND
19095,33-061-01388,Marathon Oil Company,20190,2010,47.81971432,-102.5062659,Active,Horizontal,ND
18747,33-025-01055,Continental Resources Inc,21690,2010,47.47367501,-102.9742823,Active,Horizontal,ND
19302,33-023-00632,Continental Resources Inc,18579,2010,48.72102523,-103.1063895,Active,Horizontal,ND
19056,33-025-01108,Hess Bakken Investments II LLC,21700,2010,47.56016295,-103.0644362,Active,Horizontal,ND
17845,33-061-00938,Hess Bakken Investments II LLC,20175,2010,48.40010019,-102.8111332,Active,Horizontal,ND
19007,33-061-01358,Hess Bakken Investments II LLC,19415,2010,48.40015305,-102.7927703,Active,Horizontal,ND
19168,33-025-01127,Continental Resources Inc,21016,2010,47.43149804,-102.9099911,Active,Horizontal,ND
18861,33-025-01078,Continental Resources Inc,22067,2010,47.51834204,-102.8787357,Active,Horizontal,ND
18570,33-061-01220,Whiting Oil and Gas Corp,19863,2010,48.14686969,-102.4600208,Active,Horizontal,ND
19643,33-061-01515,Whiting Oil and Gas Corp,20327,2010,48.16697827,-102.4762609,Active,Horizontal,ND
19195,33-061-01407,Whiting Oil and Gas Corp,19886,2010,48.19016846,-102.4593194,Active,Horizontal,ND
18399,33-061-01150,Whiting Oil and Gas Corp,19993,2010,48.10242596,-102.440324,Active,Horizontal,ND
19599,33-061-01504,Whiting Oil and Gas Corp,19877,2010,48.18496107,-102.4165846,Active,Horizontal,ND
19291,33-061-01427,Whiting Oil and Gas Corp,20472,2010,48.1610742,-102.5462749,Active,Horizontal,ND
19512,33-061-01478,Whiting Oil and Gas Corp,19980,2010,48.12809955,-102.373958,Active,Horizontal,ND
19199,33-105-01884,Hess Bakken Investments II LLC,20242,2010,48.43134186,-103.2625684,Active,Horizontal,ND
19298,33-061-01428,Marathon Oil Company,22230,2010,47.82354149,-102.5928476,Active,Horizontal,ND
19299,33-061-01429,Marathon Oil Company,22469,2010,47.82363762,-102.5924618,Active,Horizontal,ND
19834,33-061-01550,Marathon Oil Company,20781,2010,47.87726255,-102.57665,Active,Horizontal,ND
18850,33-061-01309,EOG Resources Inc,14498,2010,48.08153178,-102.2767318,Active,Horizontal,ND
18830,33-013-01492,Enduro Operating LLC,8788,2010,48.93218136,-102.3969285,Active,Horizontal,ND
18727,33-013-01488,Enduro Operating LLC,9244,2010,48.92863604,-102.3845087,Inactive,Horizontal,ND
18931,33-105-01832,Hess Bakken Investments II LLC,20780,2010,48.28550344,-103.2432729,Active,Horizontal,ND
18427,33-025-00998,OXY USA Inc,20000,2010,47.25402204,-102.9314201,Active,Horizontal,ND
19438,33-025-01155,OXY USA Inc,19932,2010,47.09715884,-102.9842975,Active,Horizontal,ND
18818,33-023-00596,Continental Resources Inc,18940,2010,48.66280446,-103.0232779,Active,Horizontal,ND
19645,33-023-00653,Continental Resources Inc,19140,2010,48.69059671,-103.1542428,Active,Horizontal,ND
19282,33-105-01901,Oasis Petroleum LLC,21311,2010,48.37408576,-103.983768,Active,Horizontal,ND
18649,33-105-01790,Continental Resources Inc,18880,2010,48.60486316,-102.9968921,Active,Horizontal,ND
18447,33-061-01167,Oasis Petroleum LLC,19100,2010,48.44830406,-102.5609494,Active,Horizontal,ND
18776,33-061-01288,Hess Bakken Investments II LLC,19873,2010,48.40242399,-102.8259776,Active,Horizontal,ND
18777,33-061-01289,Hess Bakken Investments II LLC,19458,2010,48.40242475,-102.8261836,Active,Horizontal,ND
19230,33-053-03192,Marathon Oil Company,21341,2010,47.96437443,-102.6201191,Active,Horizontal,ND
19001,33-053-03163,Oasis Petroleum LLC,21059,2010,47.99376004,-103.7603371,Active,Horizontal,ND
18032,33-025-00912,Marathon Oil Company,19894,2010,47.44290592,-102.7752991,Active,Horizontal,ND
19281,33-105-01900,EOG Resources Inc,20280,2010,48.02512132,-103.8900766,Active,Horizontal,ND
19381,33-061-01446,EOG Resources Inc,18891,2010,48.48767292,-102.2279352,Active,Horizontal,ND
19382,33-061-01447,EOG Resources Inc,18278,2010,48.48739882,-102.2279371,Active,Horizontal,ND
18876,33-061-01320,Whiting Oil and Gas Corp,20120,2010,48.0976265,-102.4380302,Active,Horizontal,ND
18869,33-061-01315,Whiting Oil and Gas Corp,20450,2010,48.03907405,-102.4621275,Active,Horizontal,ND
18743,33-061-01277,Whiting Oil and Gas Corp,20467,2010,48.08774373,-102.4833058,Active,Horizontal,ND
18390,33-061-01146,Hunt Oil Company,18719,2010,48.1975731,-102.175351,Active,Horizontal,ND
18938,33-061-01337,Sinclair Oil and Gas Company,15030,2010,48.18324014,-102.5518541,Active,Horizontal,ND
17468,33-025-00800,Marathon Oil Company,20492,2010,47.27102238,-102.8689353,Active,Horizontal,ND
18718,33-025-01049,Hess Bakken Investments II LLC,20905,2010,47.56020999,-103.0640388,Active,Horizontal,ND
19237,33-053-03194,Abraxas Petroleum Corp,16504,2010,47.7890643,-103.0739504,Active,Horizontal,ND
18499,33-061-01188,Slawson Exploration Company Inc,18616,2010,47.94822468,-102.3270085,Active,Horizontal,ND
19486,33-061-01470,Slawson Exploration Company Inc,15066,2010,47.97689407,-102.392946,Active,Horizontal,ND
19224,33-013-01508,Petro-Hunt LLC,19125,2010,48.63400306,-102.8362863,Active,Horizontal,ND
18820,33-053-03135,Hess Bakken Investments II LLC,20159,2010,47.99128006,-102.9959734,Active,Horizontal,ND
19006,33-061-01357,Hess Bakken Investments II LLC,19763,2010,48.40015456,-102.7923584,Active,Horizontal,ND
18766,33-053-03122,XTO Energy Inc,15704,2010,47.70345233,-102.7007895,Active,Horizontal,ND
18778,33-061-01290,Hess Bakken Investments II LLC,19825,2010,48.40242552,-102.8263896,Active,Horizontal,ND
19699,33-061-01523,Hess Bakken Investments II LLC,20047,2010,48.43166768,-102.8543368,Active,Horizontal,ND
19458,33-061-01466,EOG Resources Inc,18500,2010,48.5303886,-102.3620297,Active,Horizontal,ND
18748,33-025-01056,Continental Resources Inc,21325,2010,47.47367477,-102.9741528,Active,Horizontal,ND
19319,33-061-01432,EOG Resources Inc,14410,2010,48.47520051,-102.366391,Active,Horizontal,ND
19721,33-061-01530,EOG Resources Inc,22385,2010,47.8799144,-102.2880591,Active,Horizontal,ND
19182,33-061-01405,EOG Resources Inc,14290,2010,48.11060773,-102.2968112,Active,Horizontal,ND
19353,33-023-00637,Continental Resources Inc,19010,2010,48.66304002,-103.0863914,Active,Horizontal,ND
17461,33-053-02920,Continental Resources Inc,15285,2010,47.43043522,-103.9228125,Active,Horizontal,ND
18434,33-061-01163,Marathon Oil Company,19830,2010,47.9335845,-102.5682671,Active,Horizontal,ND
19306,33-105-01904,HRC Operating LLC,20460,2010,48.40126125,-103.8821695,Active,Horizontal,ND
18910,33-023-00608,SM Energy Company,14280,2010,48.79347823,-103.4027453,Active,Horizontal,ND
18448,33-053-03081,QEP Energy Company,20673,2010,47.72775626,-102.8757223,Active,Horizontal,ND
19578,33-053-03270,Continental Resources Inc,20959,2010,47.96467969,-103.4905499,Active,Horizontal,ND
19772,33-025-01190,Marathon Oil Company,19940,2010,47.38520803,-102.5429758,Active,Horizontal,ND
19181,33-061-01404,Marathon Oil Company,19915,2010,47.81769298,-102.4872913,Active,Horizontal,ND
19295,33-053-03209,Emerald Oil Inc,19546,2010,47.52852013,-103.7382283,Active,Horizontal,ND
19097,33-061-01389,Oasis Petroleum LLC,19806,2010,48.32647975,-102.5855934,Active,Horizontal,ND
19495,33-061-01473,Hunt Oil Company,18817,2010,48.19758653,-102.1544792,Active,Horizontal,ND
18707,33-025-01048,Whiting Oil and Gas Corp,19825,2010,47.59015688,-102.5231345,Active,Horizontal,ND
19310,33-023-00633,Whiting Oil and Gas Corp,17540,2010,48.66076037,-103.2062774,Active,Horizontal,ND
18990,33-061-01352,Whiting Oil and Gas Corp,20347,2010,48.08040383,-102.5159863,Active,Horizontal,ND
18724,33-061-01272,Whiting Oil and Gas Corp,20388,2010,48.02124214,-102.4694076,Active,Horizontal,ND
19497,33-053-03253,Newfield Production Company,21606,2010,47.7913988,-103.3841214,Active,Horizontal,ND
19820,33-089-00608,Whiting Oil and Gas Corp,20300,2010,46.86082043,-103.2022982,Active,Horizontal,ND
18907,33-023-00607,Continental Resources Inc,18900,2010,48.72084072,-103.0851247,Active,Horizontal,ND
18392,33-061-01148,Whiting Oil and Gas Corp,19790,2010,48.08893702,-102.437703,Active,Horizontal,ND
19427,33-105-01936,Oasis Petroleum LLC,20302,2010,48.28386458,-103.6523528,Active,Horizontal,ND
18040,33-061-01004,Marathon Oil Company,20074,2010,47.8176482,-102.498901,Active,Horizontal,ND
19468,33-053-03247,Whiting Oil and Gas Corp,20800,2010,48.08341636,-103.1979988,Active,Horizontal,ND
19271,33-061-01426,Whiting Oil and Gas Corp,20130,2010,48.03894516,-102.5844627,Active,Horizontal,ND
16764,33-025-00662,Marathon Oil Company,19970,2010,47.38838319,-102.5723532,Active,Horizontal,ND
18672,33-061-01256,EOG Resources Inc,19612,2010,48.3858483,-102.3596137,Active,Horizontal,ND
18705,33-061-01265,Hunt Oil Company,18635,2010,48.03410282,-102.1364016,Active,Horizontal,ND
18455,33-025-01001,Whiting Oil and Gas Corp,15405,2010,47.70326688,-102.4605717,Active,Horizontal,ND
18530,33-061-01202,Whiting Oil and Gas Corp,18950,2010,48.13232687,-102.3733129,Active,Horizontal,ND
19575,33-023-00648,SM Energy Company,18512,2010,48.92296078,-103.6665597,Active,Horizontal,ND
17483,33-053-02924,Continental Resources Inc,16141,2010,47.6041795,-103.6503867,Active,Horizontal,ND
18554,33-013-01480,EOG Resources Inc,13572,2010,48.58744855,-102.3415294,Active,Horizontal,ND
19651,33-053-03283,Whiting Oil and Gas Corp,20881,2010,47.92672885,-103.3710858,Active,Horizontal,ND
19491,33-061-01471,Whiting Oil and Gas Corp,17300,2010,48.03329283,-102.5484569,Active,Horizontal,ND
19442,33-053-03242,Newfield Production Company,21244,2010,47.79086088,-103.3183688,Active,Horizontal,ND
19475,33-061-01468,Whiting Oil and Gas Corp,20107,2010,48.16491918,-102.5055787,Active,Horizontal,ND
19025,33-061-01363,Whiting Oil and Gas Corp,19820,2010,48.18022832,-102.5649085,Active,Horizontal,ND
18281,33-053-03048,Enerplus Resources USA Corp,15968,2010,47.77449477,-102.7269878,Active,Horizontal,ND
19579,33-105-01969,Hess Bakken Investments II LLC,19243,2010,48.43143261,-103.132188,Active,Horizontal,ND
19358,33-061-01439,EOG Resources Inc,15372,2010,48.34228223,-102.548947,Active,Horizontal,ND
19158,33-105-01873,Continental Resources Inc,21045,2010,48.22613811,-103.289826,Active,Horizontal,ND
18651,33-053-03105,Oasis Petroleum LLC,20440,2010,47.93539996,-103.2110092,Active,Horizontal,ND
18638,33-025-01033,XTO Energy Inc,20909,2010,47.35854279,-102.8048359,Active,Horizontal,ND
18524,33-061-01198,Hess Bakken Investments II LLC,18780,2010,48.4166029,-102.3341225,Active,Horizontal,ND
18945,33-013-01497,Hess Bakken Investments II LLC,17410,2010,48.92429362,-102.9289385,Active,Horizontal,ND
19345,33-053-03222,Hess Bakken Investments II LLC,20100,2010,48.02484302,-102.8172613,Active,Horizontal,ND
19054,33-053-03167,Abraxas Petroleum Corp,20843,2010,47.78850824,-103.0512712,Active,Horizontal,ND
19368,33-061-01443,Slawson Exploration Company Inc,19587,2010,47.88767994,-102.4271395,Active,Horizontal,ND
19664,33-061-01518,Slawson Exploration Company Inc,14893,2010,47.96269929,-102.3597622,Active,Horizontal,ND
17722,33-053-02956,QEP Energy Company,19109,2010,47.78882068,-102.8074098,Active,Horizontal,ND
19754,33-023-00662,SM Energy Company,14600,2010,48.87864246,-103.5286565,Active,Horizontal,ND
