file_no,api,operator,depth_ft,spudyr,latitude,longitude,status,direction,state
15675,33-023-00469,Enduro Operating LLC,11350,2005,48.70693225,-102.9348348,Temporarily Abandoned,Horizontal,ND
15660,33-105-01526,Anschutz Exploration Corp,10212,2005,48.22498054,-103.3012333,Dry,Horizontal,ND
16040,33-007-01539,Whiting Oil and Gas Corp,16906,2005,47.09558943,-103.6645425,Active,Horizontal,ND
15677,33-053-02617,Oasis Petroleum LLC,15160,2005,47.78959256,-103.7994427,Active,Horizontal,ND
15752,33-033-00254,Whiting Oil and Gas Corp,17375,2005,47.21089169,-103.7322721,Active,Horizontal,ND
15718,33-053-02625,Oasis Petroleum LLC,14757,2005,47.76003606,-103.6877871,Active,Horizontal,ND
15756,33-053-02633,Oasis Petroleum LLC,15418,2005,47.99359171,-103.5600283,Active,Horizontal,ND
15755,33-023-00472,Petro-Hunt LLC,16525,2005,48.71892199,-102.9254669,Active,Horizontal,ND
15744,33-105-01532,Hess Bakken Investments II LLC,13278,2005,48.31570228,-102.9422298,Plugged,Horizontal,ND
15743,33-053-02631,Oasis Petroleum LLC,15220,2005,47.82013486,-103.6910278,Inactive,Horizontal,ND
15824,33-025-00567,OXY USA Inc,16101,2005,47.1552258,-103.0139173,Active,Horizontal,ND
15622,33-053-02602,Oasis Petroleum LLC,14645,2005,47.78792423,-103.6875787,Inactive,Horizontal,ND
15719,33-105-01530,Oasis Petroleum LLC,14719,2005,48.1827137,-103.9044695,Active,Horizontal,ND
15883,33-053-02666,Oasis Petroleum LLC,14700,2005,47.83723523,-103.7555693,Temporarily Abandoned,Horizontal,ND
15832,33-105-01538,Hess Bakken Investments II LLC,14402,2005,48.22668549,-102.9626732,Active,Horizontal,ND
15732,33-075-01345,Flatirons Resources LLC,10040,2005,48.54540115,-101.7129467,Active,Horizontal,ND
16030,33-105-01551,Whiting Oil and Gas Corp,18441,2005,48.31235957,-103.054091,Active,Horizontal,ND
15931,33-053-02674,Whiting Oil and Gas Corp,15332,2005,47.84770705,-103.7960504,Active,Horizontal,ND
15775,33-033-00256,FH Petroleum Corp,16656,2005,47.13998608,-103.7504891,Active,Horizontal,ND
15762,33-033-00255,BTA Oil Producers LLC,13602,2005,47.14421267,-103.6696572,Active,Horizontal,ND
15763,33-053-02635,Oasis Petroleum LLC,15300,2005,47.74785941,-103.6911207,Active,Horizontal,ND
15780,33-033-00259,Whiting Oil and Gas Corp,17680,2005,47.16643752,-103.7732456,Dry,Horizontal,ND
15986,33-061-00493,Hess Bakken Investments II LLC,16261,2005,48.18138581,-102.6103593,Active,Horizontal,ND
15781,33-053-02646,MBI Oil and Gas LLC,14604,2005,48.05174739,-103.6504461,Active,Horizontal,ND
15759,33-053-02634,Whiting Oil and Gas Corp,13675,2005,47.84004415,-103.7316202,Active,Horizontal,ND
15987,33-013-01344,Enduro Operating LLC,9184,2005,48.99329745,-102.0420959,Inactive,Horizontal,ND
15803,33-053-02650,Oasis Petroleum LLC,14856,2005,47.80381508,-103.8578465,Active,Horizontal,ND
15765,33-053-02637,Oasis Petroleum LLC,15191,2005,47.81995129,-103.7338186,Active,Horizontal,ND
15825,33-053-02655,Oasis Petroleum LLC,15320,2005,47.746243,-103.6673476,Plugged,Horizontal,ND
15879,33-053-02665,Oasis Petroleum LLC,14704,2005,47.95282984,-103.5198169,Inactive,Horizontal,ND
15779,33-033-00258,FH Petroleum Corp,16807,2005,47.10803049,-103.7113654,Active,Horizontal,ND
15764,33-053-02636,Oasis Petroleum LLC,15101,2005,47.77511222,-103.6882748,Active,Horizontal,ND
15854,33-025-00568,Marathon Oil Company,18315,2005,47.44534128,-102.6406344,Active,Horizontal,ND
15772,33-013-01333,Continental Resources Inc,12655,2005,48.84955468,-102.868259,Active,Horizontal,ND
15845,33-061-00489,Hess Bakken Investments II LLC,14433,2005,48.3135595,-102.4401633,Active,Horizontal,ND
15808,33-023-00474,Continental Resources Inc,12326,2005,48.87875597,-103.1524803,Active,Horizontal,ND
15984,33-023-00478,Continental Resources Inc,12219,2005,48.86589547,-103.1756467,Active,Horizontal,ND
15840,33-053-02658,Oasis Petroleum LLC,15108,2005,47.74620986,-103.6886853,Active,Horizontal,ND
15855,33-007-01520,Whiting Oil and Gas Corp,17740,2005,47.18257868,-103.6017527,Active,Horizontal,ND
15753,33-007-01514,BTA Oil Producers LLC,13875,2005,47.24233661,-103.0808321,Dry,Horizontal,ND
15919,33-105-01547,Murex Petroleum Corp,16471,2005,48.35701909,-102.9394874,Active,Horizontal,ND
15713,33-105-01529,Hess Bakken Investments II LLC,12906,2005,48.32701043,-102.9091455,Active,Horizontal,ND
15846,33-013-01336,Petro-Hunt LLC,18018,2005,48.60288216,-102.8365015,Active,Horizontal,ND
15856,33-053-02663,Paul Rankin Inc,14677,2005,47.91759298,-103.5593379,Active,Horizontal,ND
15889,33-061-00490,Hess Bakken Investments II LLC,15902,2005,48.18393253,-102.8258589,Plugged,Horizontal,ND
15787,33-105-01536,Murex Petroleum Corp,15922,2005,48.35694949,-102.9829928,Active,Horizontal,ND
15823,33-007-01517,Denbury Onshore LLC,12014,2005,47.01973991,-103.4586307,Active,Horizontal,ND
15943,33-023-00477,Armstrong Operating Inc,11616,2005,48.69300007,-103.3001599,Active,Horizontal,ND
16044,33-013-01345,RIM Operating Inc,10925,2005,48.9365032,-102.3258596,Active,Horizontal,ND
15767,33-053-02639,Oasis Petroleum LLC,15050,2005,47.83397707,-103.7721401,Inactive,Horizontal,ND
15887,33-025-00569,Marathon Oil Company,16242,2005,47.29777304,-102.8181831,Active,Horizontal,ND
15942,33-105-01548,Murex Petroleum Corp,15911,2005,48.5039564,-103.0202435,Active,Horizontal,ND
15673,33-053-02615,Oasis Petroleum LLC,13924,2005,47.94834183,-103.6221459,Active,Horizontal,ND
15680,33-053-02618,Oasis Petroleum LLC,15006,2005,47.81862734,-103.6883695,Temporarily Abandoned,Horizontal,ND
15922,33-025-00570,Anschutz Exploration Corp,17100,2005,47.02348271,-102.8430039,Plugged,Horizontal,ND
15925,33-061-00492,Hess Bakken Investments II LLC,15444,2005,48.40394012,-102.797542,Plugged,Horizontal,ND
15695,33-053-02621,Oasis Petroleum LLC,14596,2005,47.90443777,-103.8587295,Active,Horizontal,ND
15807,33-053-02654,Oasis Petroleum LLC,14860,2005,47.83475339,-103.7357572,Active,Horizontal,ND
16001,33-053-02676,MBI Oil and Gas LLC,14336,2005,47.99123962,-103.2213245,Plugged,Horizontal,ND
15990,33-075-01352,Zargon Oil Inc,7097,2005,48.6682593,-101.5140924,Abandoned,Horizontal,ND
16028,33-023-00480,Whiting Oil and Gas Corp,14725,2005,48.95344806,-103.9383821,Plugged,Horizontal,ND
15771,33-105-01534,Oasis Petroleum LLC,14960,2005,48.06858761,-103.8850287,Inactive,Horizontal,ND
15761,33-023-00473,SM Energy Company,17134,2005,48.80603957,-103.3633023,Active,Horizontal,ND
15937,33-033-00269,FH Petroleum Corp,15923,2005,47.1393401,-103.771278,Active,Horizontal,ND
15728,33-105-01531,Oasis Petroleum LLC,15050,2005,48.02348936,-103.7969509,Active,Horizontal,ND
15905,33-023-00475,Bakken Hunter LLC,12040,2005,48.96805147,-103.235328,Active,Horizontal,ND
15908,33-053-02667,Burlington Rescources Oil and Gas Company LP,17528,2005,47.44389834,-103.6732112,Active,Horizontal,ND
15923,33-053-02672,XTO Energy Inc,16629,2005,47.80266397,-103.1127144,Active,Horizontal,ND
15710,33-013-01329,Crescent Point Energy US Corp,10115,2005,48.60366067,-102.3014892,Active,Horizontal,ND
15731,33-053-02629,Zenergy Inc,9670,2005,47.87913366,-103.6282116,Dry,Horizontal,ND
16053,33-023-00482,Jayhawk Energy Inc,10507,2005,48.9969579,-103.2445272,Active,Horizontal,ND
15924,33-075-01350,Zargon Oil Inc,6746,2005,48.66708087,-101.5138191,Active,Horizontal,ND
15934,33-007-01527,Petro-Hunt LLC,15114,2005,47.31416825,-103.0969215,Plugged,Horizontal,ND
15806,33-053-02653,Burlington Rescources Oil and Gas Company LP,16781,2005,47.56200919,-103.8414836,Plugged,Horizontal,ND
15888,33-007-01522,Whiting Oil and Gas Corp,13444,2005,47.15381342,-103.6536652,Active,Horizontal,ND
15776,33-033-00257,Whiting Oil and Gas Corp,16737,2005,47.18260719,-103.6869918,Active,Horizontal,ND
15747,33-011-01190,Denbury Onshore LLC,9904,2005,46.04093777,-103.9979229,Temporarily Abandoned,Horizontal,ND
15636,33-011-01161,Denbury Onshore LLC,15697,2005,46.1009237,-103.8248109,Active,Horizontal,ND
15700,33-011-01171,Denbury Onshore LLC,16782,2005,46.16868883,-103.8523491,Active,Horizontal,ND
15701,33-011-01172,Denbury Onshore LLC,13228,2005,46.17701356,-103.8501884,Active,Horizontal,ND
15704,33-011-01175,Denbury Onshore LLC,16042,2005,46.19423134,-103.8573835,Active,Horizontal,ND
15708,33-011-01179,Denbury Onshore LLC,15876,2005,46.19710442,-103.8736216,Active,Horizontal,ND
15730,33-011-01182,Denbury Onshore LLC,17935,2005,46.19694341,-103.8846948,Active,Horizontal,ND
15630,33-011-01155,Denbury Onshore LLC,14387,2005,46.1005407,-103.8353449,Active,Horizontal,ND
15706,33-011-01177,Denbury Onshore LLC,16918,2005,46.19409071,-103.8664976,Active,Horizontal,ND
15699,33-011-01170,Denbury Onshore LLC,18350,2005,46.168146,-103.8524631,Active,Horizontal,ND
15697,33-011-01168,Denbury Onshore LLC,9742,2005,46.12694975,-104.0304726,Inactive,Horizontal,ND
15637,33-011-01162,Denbury Onshore LLC,18090,2005,46.10051733,-103.8242823,Active,Horizontal,ND
15703,33-011-01174,Denbury Onshore LLC,16448,2005,46.19436661,-103.8564692,Active,Horizontal,ND
15875,33-011-01239,Denbury Onshore LLC,14740,2005,46.1717665,-103.9096203,Active,Horizontal,ND
15954,33-011-01268,Denbury Onshore LLC,16360,2005,46.19267549,-103.9224889,Active,Horizontal,ND
15997,33-011-01300,Denbury Onshore LLC,17710,2005,46.19617984,-103.9382295,Active,Horizontal,ND
15852,33-011-01227,Denbury Onshore LLC,12090,2005,46.23432868,-103.903792,Active,Horizontal,ND
15707,33-011-01178,Denbury Onshore LLC,16732,2005,46.16446573,-103.8278631,Active,Horizontal,ND
15876,33-011-01240,Denbury Onshore LLC,14715,2005,46.17231493,-103.9096165,Active,Horizontal,ND
15939,33-011-01257,Denbury Onshore LLC,15733,2005,46.18117954,-103.9283136,Active,Horizontal,ND
15836,33-011-01220,Denbury Onshore LLC,15845,2005,46.1666651,-103.9068901,Active,Horizontal,ND
15742,33-011-01189,Denbury Onshore LLC,19182,2005,46.20170891,-103.8887107,Active,Horizontal,ND
15892,33-011-01244,Denbury Onshore LLC,13510,2005,46.10262327,-103.8285984,Active,Horizontal,ND
15837,33-011-01221,Denbury Onshore LLC,15897,2005,46.16611668,-103.9068939,Active,Horizontal,ND
15786,33-011-01192,Denbury Onshore LLC,16113,2005,46.16559699,-103.8591149,Temporarily Abandoned,Horizontal,ND
15741,33-011-01188,Denbury Onshore LLC,15753,2005,46.20138715,-103.8880704,Active,Horizontal,ND
15848,33-011-01224,Denbury Onshore LLC,16160,2005,46.16377791,-103.9013792,Active,Horizontal,ND
15782,33-011-01191,Denbury Onshore LLC,12102,2005,46.06631433,-104.0291385,Active,Horizontal,ND
15847,33-011-01223,Denbury Onshore LLC,16405,2005,46.16322948,-103.901383,Active,Horizontal,ND
15885,33-011-01241,Denbury Onshore LLC,14606,2005,46.20666435,-103.8909118,Active,Horizontal,ND
15828,33-011-01215,Denbury Onshore LLC,17266,2005,46.18122283,-103.9077085,Active,Horizontal,ND
15839,33-011-01222,Denbury Onshore LLC,14129,2005,46.13135781,-103.8854316,Active,Horizontal,ND
15705,33-011-01176,Denbury Onshore LLC,15392,2005,46.19447278,-103.8670694,Active,Horizontal,ND
15709,33-011-01180,Denbury Onshore LLC,15205,2005,46.19765048,-103.8736965,Active,Horizontal,ND
15702,33-011-01173,Denbury Onshore LLC,16700,2005,46.17752908,-103.8499197,Active,Horizontal,ND
15729,33-011-01181,Denbury Onshore LLC,14423,2005,46.17432352,-103.8653173,Active,Horizontal,ND
15829,33-011-01216,Denbury Onshore LLC,16730,2005,46.18067439,-103.9077085,Active,Horizontal,ND
15849,33-011-01225,Denbury Onshore LLC,16112,2005,46.2193843,-103.9356799,Active,Horizontal,ND
15907,33-011-01255,Denbury Onshore LLC,17700,2005,46.18096281,-103.9170343,Active,Horizontal,ND
15886,33-011-01242,Denbury Onshore LLC,14834,2005,46.20650422,-103.8901516,Active,Horizontal,ND
15951,33-011-01265,Denbury Onshore LLC,17582,2005,46.19601806,-103.9483517,Active,Horizontal,ND
15850,33-011-01226,Denbury Onshore LLC,14362,2005,46.21254341,-103.9346835,Active,Horizontal,ND
15835,33-011-01219,Denbury Onshore LLC,14121,2005,46.1342567,-103.8902875,Active,Horizontal,ND
16092,33-061-00497,Whiting Oil and Gas Corp,16157,2006,48.09683783,-102.5673187,Active,Horizontal,ND
16098,33-105-01560,Hess Bakken Investments II LLC,15640,2006,48.21250234,-102.9427904,Active,Horizontal,ND
16035,33-105-01552,Murex Petroleum Corp,15781,2006,48.38632701,-102.9528706,Active,Horizontal,ND
15676,33-053-02616,Oasis Petroleum LLC,15063,2006,47.80610743,-103.7977147,Active,Horizontal,ND
16080,33-105-01556,Hess Bakken Investments II LLC,12410,2006,48.26777655,-102.9479486,Active,Horizontal,ND
16238,33-013-01355,Mancal Resources Corp,8860,2006,48.95639949,-102.2599259,Active,Horizontal,ND
15884,33-105-01544,Oasis Petroleum LLC,14818,2006,48.00928462,-103.7992723,Inactive,Horizontal,ND
16043,33-025-00572,OXY USA Inc,17167,2006,47.1389039,-103.0312774,Active,Horizontal,ND
16145,33-053-02704,Sinclair Oil and Gas Company,12100,2006,47.70519973,-103.3184786,Dry,Horizontal,ND
16160,33-061-00498,Hess Bakken Investments II LLC,15180,2006,48.53077511,-102.6663559,Temporarily Abandoned,Horizontal,ND
16029,33-007-01533,Denbury Onshore LLC,11183,2006,47.04663402,-103.4320177,Active,Horizontal,ND
16169,33-053-02709,Emerald Oil Inc,15500,2006,47.57523536,-104.0311649,Inactive,Horizontal,ND
16168,33-061-00500,Hess Bakken Investments II LLC,15400,2006,48.45840055,-102.7100506,Active,Horizontal,ND
16274,33-025-00589,Sinclair Oil and Gas Company,15291,2006,47.5032454,-103.0970841,Plugged,Horizontal,ND
15914,33-053-02668,Oasis Petroleum LLC,15149,2006,47.8204564,-103.7759151,Inactive,Horizontal,ND
16175,33-053-02712,Zavanna LLC,14640,2006,47.94861435,-103.9674425,Active,Horizontal,ND
16106,33-013-01349,Mancal Resources Corp,8603,2006,48.96724948,-102.2579507,Active,Horizontal,ND
15865,33-033-00264,Whiting Oil and Gas Corp,16594,2006,47.2109532,-103.7930168,Active,Horizontal,ND
16133,33-053-02699,Oasis Petroleum LLC,14255,2006,47.83689585,-103.8001383,Active,Horizontal,ND
16052,33-105-01554,Oasis Petroleum LLC,15113,2006,48.12500125,-103.8186641,Inactive,Horizontal,ND
16172,33-007-01553,Continental Resources Inc,16831,2006,47.14045104,-103.1991766,Active,Horizontal,ND
16190,33-053-02717,Oasis Petroleum LLC,14688,2006,47.85112789,-103.7750641,Temporarily Abandoned,Horizontal,ND
16372,33-025-00600,Marathon Oil Company,14942,2006,47.4163287,-102.6598873,Active,Horizontal,ND
16107,33-053-02692,Zavanna LLC,14859,2006,47.94863023,-103.9459037,Inactive,Horizontal,ND
16132,33-053-02698,Oasis Petroleum LLC,13395,2006,47.81151283,-103.6675395,Inactive,Horizontal,ND
16180,33-025-00579,Marathon Oil Company,20026,2006,47.474411,-102.7266228,Active,Horizontal,ND
16131,33-105-01563,Hess Bakken Investments II LLC,13050,2006,48.31102222,-102.9225379,Active,Horizontal,ND
16400,33-105-01596,Hess Bakken Investments II LLC,18175,2006,48.25383106,-102.9880959,Active,Horizontal,ND
16359,33-105-01588,Hess Bakken Investments II LLC,18800,2006,48.51660379,-102.9010603,Active,Horizontal,ND
16031,33-007-01534,OXY USA Inc,17820,2006,47.15369328,-103.0341099,Active,Horizontal,ND
16293,33-025-00590,Ryan Exploration Inc,15000,2006,47.41478824,-102.6325213,Plugged,Horizontal,ND
16164,33-061-00499,EOG Resources Inc,11325,2006,48.02407863,-102.1820235,Active,Horizontal,ND
16211,33-025-00583,OXY USA Inc,16700,2006,47.16804459,-103.0101952,Active,Horizontal,ND
16316,33-025-00595,Continental Resources Inc,17370,2006,47.48902939,-102.8189982,Active,Horizontal,ND
16192,33-025-00581,OXY USA Inc,16752,2006,47.06807071,-102.99091,Active,Horizontal,ND
16218,33-053-02722,Oasis Petroleum LLC,14494,2006,48.02504213,-103.7578814,Inactive,Horizontal,ND
16277,33-007-01568,OXY USA Inc,16561,2006,47.15477953,-103.051575,Active,Horizontal,ND
16063,33-033-00277,Whiting Oil and Gas Corp,17810,2006,47.12201567,-103.669636,Active,Horizontal,ND
16084,33-053-02688,Oasis Petroleum LLC,14995,2006,47.84880605,-103.7981799,Inactive,Horizontal,ND
16100,33-007-01546,Continental Resources Inc,17034,2006,47.05114958,-103.2145801,Active,Horizontal,ND
16323,33-105-01579,Murex Petroleum Corp,19594,2006,48.34337225,-102.9325148,Active,Horizontal,ND
16324,33-061-00503,EOG Resources Inc,12111,2006,48.03686527,-102.1996905,Inactive,Horizontal,ND
16097,33-013-01348,Mancal Resources Corp,10750,2006,48.98191039,-102.2448803,Active,Horizontal,ND
16224,33-025-00585,OXY USA Inc,20245,2006,47.17514546,-103.0099491,Active,Horizontal,ND
16038,33-007-01538,Whiting Oil and Gas Corp,16240,2006,47.20554827,-103.6508752,Active,Horizontal,ND
16225,33-007-01564,Whiting Oil and Gas Corp,16714,2006,47.08078883,-103.6053993,Active,Horizontal,ND
16346,33-061-00504,EOG Resources Inc,14900,2006,48.00782542,-102.1774355,Active,Horizontal,ND
16036,33-007-01536,Whiting Oil and Gas Corp,17791,2006,47.21349575,-103.374332,Active,Horizontal,ND
16413,33-105-01600,Whiting Oil and Gas Corp,19130,2006,48.31460553,-103.05283,Active,Horizontal,ND
15926,33-033-00268,Whiting Oil and Gas Corp,17620,2006,47.21231853,-103.6857944,Active,Horizontal,ND
16233,33-061-00501,Hess Bakken Investments II LLC,15315,2006,48.48749234,-102.796777,Active,Horizontal,ND
16027,33-007-01532,XTO Energy Inc,15445,2006,47.18388198,-103.627685,Active,Horizontal,ND
16188,33-007-01556,Whiting Oil and Gas Corp,17560,2006,47.09395918,-103.6465247,Active,Horizontal,ND
16179,33-007-01555,Whiting Oil and Gas Corp,17015,2006,47.13939399,-103.5598943,Active,Horizontal,ND
16351,33-053-02754,SM Energy Company,14106,2006,48.06637477,-102.8374224,Active,Horizontal,ND
16446,33-053-02771,SM Energy Company,13502,2006,47.70249561,-102.8950933,Active,Horizontal,ND
16185,33-053-02715,XTO Energy Inc,16064,2006,47.37082597,-103.4576176,Active,Horizontal,ND
15857,33-033-00263,Whiting Oil and Gas Corp,17217,2006,47.19620738,-103.7932975,Active,Horizontal,ND
16313,33-013-01359,PDC Corp,11605,2006,48.76303961,-102.4115146,Plugged,Horizontal,ND
16083,33-105-01557,Hess Bakken Investments II LLC,15242,2006,48.21238796,-102.9849173,Active,Horizontal,ND
16358,33-105-01587,Murex Petroleum Corp,19579,2006,48.34058209,-103.0025508,Active,Horizontal,ND
16285,33-105-01576,Whiting Oil and Gas Corp,17963,2006,48.31143443,-103.0784323,Active,Horizontal,ND
16463,33-061-00513,Whiting Oil and Gas Corp,20593,2006,48.05085518,-102.4600817,Active,Horizontal,ND
16297,33-013-01357,RIM Operating Inc,10520,2006,48.85405608,-102.3948779,Active,Horizontal,ND
15920,33-053-02671,SM Energy Company,15925,2006,47.67295,-104.0069515,Active,Horizontal,ND
16418,33-053-02767,Zavanna LLC,14641,2006,47.95012702,-103.9693262,Inactive,Horizontal,ND
16481,33-105-01610,Zavanna LLC,14810,2006,48.16809023,-103.4085698,Plugged,Horizontal,ND
16186,33-105-01566,Murex Petroleum Corp,19385,2006,48.34083964,-102.9600839,Active,Horizontal,ND
16414,33-053-02765,Zavanna LLC,14700,2006,47.96542028,-103.9474742,Active,Horizontal,ND
16264,33-053-02738,Zavanna LLC,14466,2006,47.93425739,-103.9451179,Active,Horizontal,ND
16314,33-053-02746,Zavanna LLC,14315,2006,47.86324826,-103.8029395,Plugged,Horizontal,ND
15805,33-053-02652,Oasis Petroleum LLC,14855,2006,47.80648627,-103.8632852,Active,Horizontal,ND
16405,33-105-01598,Continental Resources Inc,15710,2006,48.5046546,-103.1221075,Inactive,Horizontal,ND
15989,33-025-00571,OXY USA Inc,17010,2006,47.14061394,-102.9912089,Active,Horizontal,ND
16208,33-023-00493,Continental Resources Inc,14836,2006,48.70510028,-103.057139,Active,Horizontal,ND
16086,33-105-01558,Murex Petroleum Corp,17000,2006,48.35586507,-103.0016187,Temporarily Abandoned,Horizontal,ND
15916,33-061-00491,Missouri River Royalty Corp,15644,2006,48.28200014,-102.7820233,Active,Horizontal,ND
16187,33-025-00580,Marathon Oil Company,19875,2006,47.47204379,-102.6182772,Active,Horizontal,ND
15844,33-053-02660,Oasis Petroleum LLC,13995,2006,47.84064479,-103.7105218,Temporarily Abandoned,Horizontal,ND
16404,33-105-01597,Continental Resources Inc,16400,2006,48.5041064,-103.1221148,Active,Horizontal,ND
16161,33-053-02706,Sinclair Oil and Gas Company,19531,2006,47.5010925,-103.2371756,Active,Horizontal,ND
16317,33-053-02747,Sinclair Oil and Gas Company,20362,2006,47.44579806,-103.2393131,Active,Horizontal,ND
16207,33-023-00492,Continental Resources Inc,14540,2006,48.77780788,-102.9597479,Active,Horizontal,ND
16221,33-025-00584,Marathon Oil Company,14858,2006,47.41630869,-102.6171873,Inactive,Horizontal,ND
16412,33-025-00604,XTO Energy Inc,16070,2006,47.31441789,-102.8098729,Inactive,Horizontal,ND
16355,33-105-01586,Hess Bakken Investments II LLC,19049,2006,48.4442427,-102.9190899,Active,Horizontal,ND
16011,33-061-00494,Hess Bakken Investments II LLC,15601,2006,48.34382243,-102.6351742,Plugged,Horizontal,ND
16070,33-053-02686,Oasis Petroleum LLC,14107,2006,47.78974081,-103.6666854,Abandoned,Horizontal,ND
16387,33-105-01593,Whiting Oil and Gas Corp,19490,2006,48.28327709,-103.094952,Active,Horizontal,ND
16068,33-061-00495,Whiting Oil and Gas Corp,16771,2006,48.00788703,-102.5147223,Active,Horizontal,ND
16284,33-105-01575,Murex Petroleum Corp,19573,2006,48.34074033,-102.9800457,Active,Horizontal,ND
16397,33-053-02763,Oasis Petroleum LLC,15220,2006,47.86200773,-103.7533929,Active,Horizontal,ND
16178,33-025-00578,OXY USA Inc,16520,2006,47.06622556,-102.8606031,Active,Horizontal,ND
16041,33-053-02679,Slawson Exploration Company Inc,15828,2006,47.61488133,-103.9494691,Active,Horizontal,ND
16162,33-053-02707,Emerald Oil Inc,15390,2006,47.57890539,-103.9865341,Inactive,Horizontal,ND
16059,33-053-02682,Petro-Hunt LLC,13689,2006,48.09860594,-102.8570825,Active,Horizontal,ND
16269,33-025-00588,XTO Energy Inc,15120,2006,47.31183075,-102.8095481,Active,Horizontal,ND
16411,33-007-01579,Continental Resources Inc,16554,2006,47.14031542,-103.1367822,Temporarily Abandoned,Horizontal,ND
16365,33-025-00598,Marathon Oil Company,18140,2006,47.44279345,-102.638496,Active,Horizontal,ND
16332,33-105-01583,Evertson Operating Company Inc,17264,2006,48.4006569,-103.1464881,Active,Horizontal,ND
16193,33-007-01557,Anschutz Exploration Corp,19600,2006,47.17528234,-103.1373492,Plugged,Horizontal,ND
15834,33-007-01519,Denbury Onshore LLC,10993,2006,47.02643809,-103.4523093,Active,Horizontal,ND
16262,33-053-02736,Oasis Petroleum LLC,13693,2006,47.88951944,-103.9891658,Active,Horizontal,ND
15841,33-053-02659,Oasis Petroleum LLC,16200,2006,47.81852836,-103.7952706,Active,Horizontal,ND
15802,33-053-02649,Oasis Petroleum LLC,15915,2006,47.80546808,-103.840422,Active,Horizontal,ND
16394,33-061-00509,Hess Bakken Investments II LLC,16155,2006,48.32664861,-102.437251,Active,Horizontal,ND
16441,33-105-01605,Hess Bakken Investments II LLC,19057,2006,48.22551093,-102.9267528,Active,Horizontal,ND
16406,33-105-01599,Hess Bakken Investments II LLC,19500,2006,48.51660374,-102.9011677,Active,Horizontal,ND
16270,33-053-02739,Oasis Petroleum LLC,15415,2006,47.8621419,-103.7762726,Inactive,Horizontal,ND
16325,33-007-01573,Continental Resources Inc,16640,2006,47.03914687,-103.1162974,Active,Horizontal,ND
16212,33-053-02721,Zavanna LLC,14694,2006,47.95024884,-103.9474326,Inactive,Horizontal,ND
16415,33-105-01601,Murex Petroleum Corp,19415,2006,48.37311334,-102.9845601,Active,Horizontal,ND
16010,33-007-01531,Williston Exploration LLC,10231,2006,46.79438367,-103.3959457,Active,Horizontal,ND
16292,33-061-00502,Hess Bakken Investments II LLC,14900,2006,48.29715427,-102.7599206,Active,Horizontal,ND
16392,33-105-01594,Petro-Hunt LLC,12700,2006,48.53908672,-104.0028129,Dry,Horizontal,ND
16037,33-007-01537,Whiting Oil and Gas Corp,17395,2006,47.21224879,-103.6651292,Active,Horizontal,ND
16196,33-053-02719,Oasis Petroleum LLC,15852,2006,47.99315394,-103.1988242,Inactive,Horizontal,ND
16249,33-105-01570,Continental Resources Inc,13962,2006,48.60123784,-102.9716971,Active,Horizontal,ND
16393,33-025-00602,Marathon Oil Company,14850,2006,47.50162456,-102.6222289,Active,Horizontal,ND
16258,33-053-02733,Zavanna LLC,14851,2006,47.96337804,-103.9459588,Active,Horizontal,ND
16229,33-025-00605,OXY USA Inc,19871,2006,47.17541658,-103.0117585,Active,Horizontal,ND
16254,33-023-00495,Continental Resources Inc,15375,2006,48.83697394,-103.0730044,Active,Horizontal,ND
15932,33-007-01526,Continental Resources Inc,14342,2006,46.99210678,-103.3955252,Active,Horizontal,ND
16291,33-053-02742,Petro-Hunt LLC,14529,2006,47.97795136,-103.560679,Plugged,Horizontal,ND
16089,33-023-00489,SM Energy Company,15794,2006,48.76456428,-103.3579341,Active,Horizontal,ND
16096,33-033-00279,FH Petroleum Corp,15900,2006,47.13587391,-103.6691786,Dry,Horizontal,ND
16333,33-025-00597,Marathon Oil Company,20321,2006,47.50164478,-102.6442119,Active,Horizontal,ND
16348,33-061-00505,Petro-Hunt LLC,15672,2006,48.53099939,-102.8189725,Active,Horizontal,ND
16357,33-053-02755,Burlington Rescources Oil and Gas Company LP,17615,2006,47.80498109,-102.91808,Active,Horizontal,ND
15833,33-007-01518,Denbury Onshore LLC,14455,2006,46.80445058,-103.3593556,Active,Horizontal,ND
16460,33-025-00611,Continental Resources Inc,18037,2006,47.53222819,-102.8629947,Inactive,Horizontal,ND
16210,33-007-01561,Continental Resources Inc,16625,2006,47.02471149,-103.158211,Active,Horizontal,ND
16206,33-075-01359,Zargon Oil Inc,7023,2006,48.65379335,-101.5190107,Active,Horizontal,ND
16146,33-023-00491,Jayhawk Energy Inc,10503,2006,48.99741383,-103.2226101,Active,Horizontal,ND
16087,33-023-00488,Jayhawk Energy Inc,10524,2006,48.99688412,-103.2463008,Inactive,Horizontal,ND
16158,33-013-01350,Crescent Point Energy US Corp,11541,2006,48.60485186,-102.2969271,Active,Horizontal,ND
16049,33-013-01346,Cornerstone Natural Resources LLC,10813,2006,48.89805217,-102.4174014,Inactive,Horizontal,ND
16267,33-023-00496,Jayhawk Energy Inc,8613,2006,48.9938698,-103.2462375,Active,Horizontal,ND
16370,33-061-00507,EOG Resources Inc,13289,2006,48.05133536,-102.2006589,Inactive,Horizontal,ND
16275,33-013-01356,Cornerstone Natural Resources LLC,10525,2006,48.79368489,-102.3745297,Active,Horizontal,ND
