api,operator,direction,latitude,longitude,spudyr
05-123-25982,Synergy Resources,Directional,40.42964,-104.82314,2007
05-123-25983,Synergy Resources,Directional,40.42954,-104.82315,2007
05-123-25984,Synergy Resources,Directional,40.42962,-104.82314,2007
05-123-26201,Noble Energy Inc,Directional,40.34331,-104.76758,2007
05-123-27275,Kerr-McGee Oil & Gas Onshore LP,Directional,40.270866,-104.869799,2007
05-014-20654,Encana Oil & Gas Inc,Directional,40.010327,-104.986132,2008
05-045-11176,WPX Energy Rocky Mountain LLC,Directional,39.520749,-107.870395,2008
05-045-12690,Caerus Piceance LLC,Directional,39.51297,-108.16378,2008
05-045-12746,Ursa Operating LLC,Directional,39.543466,-107.712994,2008
05-045-12849,Berry Petroleum,Directional,39.54247,-108.091106,2008
05-045-12850,Berry Petroleum,Directional,39.542583,-108.091022,2008
05-045-13589,WPX Energy Rocky Mountain LLC,Directional,39.475523,-107.960124,2008
05-045-13616,Ursa Operating LLC,Directional,39.539423,-107.727048,2008
05-045-13646,Berry Petroleum,Directional,39.57989,-108.19181,2008
05-045-14510,Marathon Oil,Directional,39.51973,-108.15649,2008
05-045-14585,Linn Operating Inc,Directional,39.566387,-108.171787,2008
05-045-14626,Berry Petroleum,Directional,39.556012,-108.171068,2008
05-045-14727,Marathon Oil,Directional,39.57673,-108.20817,2008
05-045-14730,Marathon Oil,Directional,39.56499,-108.17884,2008
05-045-14731,Marathon Oil,Directional,39.56507,-108.17884,2008
05-045-14732,Marathon Oil,Directional,39.56511,-108.17884,2008
05-045-14733,Marathon Oil,Directional,39.56513,-108.17884,2008
05-045-14734,Marathon Oil,Directional,39.56497,-108.17884,2008
05-045-14735,Marathon Oil,Directional,39.56501,-108.17884,2008
05-045-14736,Marathon Oil,Directional,39.56495,-108.17884,2008
05-045-14953,Williams Production Company,Directional,39.496647,-107.950198,2008
05-045-14982,ConocoPhillips,Directional,39.620906,-108.172244,2008
05-045-15015,OXY USA WTP LP,Directional,39.516891,-108.222813,2008
05-045-15015,OXY USA WTP LP,Directional,39.516891,-108.222813,2008
05-045-15021,Marathon Oil,Directional,39.54043,-108.16602,2008
05-045-15030,ConocoPhillips,Directional,39.671732,-108.159774,2008
05-045-15033,Marathon Oil,Directional,39.54039,-108.16602,2008
05-045-15035,Marathon Oil,Directional,39.54055,-108.16602,2008
05-045-15077,Marathon Oil,Directional,39.57653,-108.20814,2008
05-045-15078,Marathon Oil,Directional,39.57655,-108.20814,2008
05-045-15079,Marathon Oil,Directional,39.57659,-108.20814,2008
05-045-15080,Marathon Oil,Directional,39.57661,-108.20814,2008
05-045-15081,Marathon Oil,Directional,39.57665,-108.20814,2008
05-045-15082,Marathon Oil,Directional,39.57667,-108.20814,2008
05-045-15085,Marathon Oil,Directional,39.57653,-108.20817,2008
05-045-15086,Marathon Oil,Directional,39.57655,-108.20817,2008
05-045-15087,Marathon Oil,Directional,39.57659,-108.20817,2008
05-045-15088,Marathon Oil,Directional,39.57661,-108.20817,2008
05-045-15089,Marathon Oil,Directional,39.57665,-108.20817,2008
05-045-15090,Marathon Oil,Directional,39.57671,-108.20814,2008
05-045-15091,Marathon Oil,Directional,39.57673,-108.20814,2008
05-045-15192,Chevron Inc,Directional,39.59026,-108.34173,2008
05-045-15244,OXY USA WTP LP,Directional,39.518247,-108.248676,2008
05-045-15287,Berry Petroleum,Directional,39.573394,-108.181401,2008
05-045-15315,OXY USA WTP LP,Directional,39.518283,-108.248722,2008
05-045-15329,Noble Energy Inc,Directional,39.38227,-108.0439,2008
05-045-15355,Encana Oil & Gas Inc,Directional,39.582705,-108.089576,2008
05-045-15489,Encana Oil & Gas Inc,Directional,39.590251,-108.079652,2008
05-045-15494,Encana Oil & Gas Inc,Directional,39.590228,-108.079661,2008
05-045-15547,Encana Oil & Gas Inc,Directional,39.590293,-108.079856,2008
05-045-15550,Encana Oil & Gas Inc,Directional,39.590285,-108.079834,2008
05-045-15551,Encana Oil & Gas Inc,Directional,39.590322,-108.08012,2008
05-045-15553,Encana Oil & Gas Inc,Directional,39.590341,-108.080113,2008
05-045-15556,Encana Oil & Gas Inc,Directional,39.590269,-108.079845,2008
05-045-15558,Encana Oil & Gas Inc,Directional,39.590276,-108.079868,2008
05-045-15606,Encana Oil & Gas Inc,Directional,39.659427,-108.145997,2008
05-045-15694,WPX Energy Rocky Mountain LLC,Directional,39.494508,-107.904646,2008
05-045-15720,Marathon Oil,Directional,39.56491,-108.17884,2008
05-045-15862,WPX Energy Rocky Mountain LLC,Directional,39.521597,-107.576071,2008
05-045-15897,Chevron Inc,Directional,39.566752,-108.346658,2008
05-045-15928,WPX Energy Rocky Mountain LLC,Directional,39.506104,-107.861244,2008
05-045-16008,OXY USA WTP LP,Directional,39.531133,-108.223403,2008
05-045-16016,OXY USA WTP LP,Directional,39.53111,-108.223386,2008
05-045-16022,Marathon Oil,Directional,39.5702,-108.2153,2008
05-045-16024,Marathon Oil,Directional,39.57032,-108.21524,2008
05-045-16025,Marathon Oil,Directional,39.57034,-108.21523,2008
05-045-16028,Marathon Oil,Directional,39.57035,-108.21522,2008
05-045-16029,Marathon Oil,Directional,39.57022,-108.21529,2008
05-045-16032,WPX Energy Rocky Mountain LLC,Directional,39.535544,-107.579821,2008
05-045-16039,Antero Resources Piceance Corp,Directional,39.531433,-107.740072,2008
05-045-16201,WPX Energy Rocky Mountain LLC,Directional,39.489705,-107.929027,2008
05-045-16225,OXY USA WTP LP,Directional,39.531123,-108.223425,2008
05-045-16303,Encana Oil & Gas Inc,Directional,39.544838,-108.118295,2008
05-045-16311,WPX Energy Rocky Mountain LLC,Directional,39.587189,-108.232301,2008
05-045-16931,Chevron Inc,Directional,39.566617,-108.34659,2008
05-045-16934,Chevron Inc,Directional,39.56656,-108.346561,2008
05-045-16936,Chevron Inc,Directional,39.566655,-108.34661,2008
05-045-16937,Chevron Inc,Directional,39.566694,-108.346629,2008
05-045-16938,Chevron Inc,Directional,39.566733,-108.346648,2008
05-045-17083,Antero Resources Piceance Corp,Directional,39.463301,-107.598827,2008
05-045-17697,OXY USA WTP LP,Directional,39.531078,-108.223452,2008
05-077-09364,OXY USA Inc,Directional,39.26537,-107.89969,2008
05-077-09365,OXY USA Inc,Directional,39.26537,-107.89962,2008
05-077-09366,OXY USA Inc,Directional,39.26537,-107.89955,2008
05-077-09367,OXY USA Inc,Directional,39.265364,-107.899764,2008
05-077-09468,Piceance Energy LLC,Directional,39.257667,-107.728986,2008
05-077-09513,Delta Petroleum Corp,Directional,39.266056,-107.726744,2008
05-077-09520,OXY USA Inc,Directional,39.265364,-107.900043,2008
05-077-09521,OXY USA Inc,Directional,39.26536,-107.89997,2008
05-077-09523,OXY USA Inc,Directional,39.26537,-107.89992,2008
05-077-09548,OXY USA Inc,Directional,39.276225,-107.883603,2008
05-077-09591,OXY USA Inc,Directional,39.27524,-107.81756,2008
05-077-09685,Piceance Energy LLC,Directional,39.260706,-107.76615,2008
05-077-09723,OXY USA Inc,Directional,39.265346,-107.899969,2008
05-077-09724,OXY USA Inc,Directional,39.265348,-107.899898,2008
05-081-07459,True Oil LLC,Directional,40.951453,-108.227281,2008
05-103-10599,XTO Energy Inc,Directional,39.89155,-108.295658,2008
05-103-10653,XTO Energy Inc,Directional,39.905356,-108.250917,2008
05-103-10654,XTO Energy Inc,Directional,39.905344,-108.250965,2008
05-103-10660,XTO Energy Inc,Directional,39.905312,-108.262042,2008
05-103-10661,XTO Energy Inc,Directional,39.905343,-108.262007,2008
05-103-10663,XTO Energy Inc,Directional,39.905374,-108.261973,2008
05-103-10664,XTO Energy Inc,Directional,39.905406,-108.261937,2008
05-103-10735,XTO Energy Inc,Directional,39.88464,-108.26251,2008
05-103-10809,XTO Energy Inc,Directional,39.880861,-108.271291,2008
05-103-10810,XTO Energy Inc,Directional,39.880931,-108.271236,2008
05-103-10811,XTO Energy Inc,Directional,39.880894,-108.271265,2008
05-103-10812,XTO Energy Inc,Directional,39.880826,-108.271319,2008
05-103-10813,XTO Energy Inc,Directional,39.88079,-108.271348,2008
05-103-10814,XTO Energy Inc,Directional,39.880882,-108.271365,2008
05-103-10815,XTO Energy Inc,Directional,39.880857,-108.271336,2008
05-103-10816,XTO Energy Inc,Directional,39.880892,-108.271309,2008
05-103-10817,XTO Energy Inc,Directional,39.880928,-108.271281,2008
05-103-10823,XTO Energy Inc,Directional,39.893461,-108.203355,2008
05-103-10824,XTO Energy Inc,Directional,39.893439,-108.203399,2008
05-103-10825,XTO Energy Inc,Directional,39.893417,-108.203445,2008
05-103-10826,XTO Energy Inc,Directional,39.893396,-108.20349,2008
05-103-10859,XTO Energy Inc,Directional,39.891422,-108.239628,2008
05-103-10860,XTO Energy Inc,Directional,39.891446,-108.239669,2008
05-103-10861,XTO Energy Inc,Directional,39.891472,-108.239711,2008
05-103-10862,XTO Energy Inc,Directional,39.891399,-108.239583,2008
05-103-10863,XTO Energy Inc,Directional,39.891456,-108.239626,2008
05-103-10864,XTO Energy Inc,Directional,39.891506,-108.239712,2008
05-103-10865,XTO Energy Inc,Directional,39.891481,-108.239668,2008
05-103-10865,XTO Energy Inc,Directional,39.891481,-108.239668,2008
05-103-10866,XTO Energy Inc,Directional,39.891432,-108.239583,2008
05-103-10867,XTO Energy Inc,Directional,39.891406,-108.239543,2008
05-103-10877,XTO Energy Inc,Directional,39.880454,-108.228042,2008
05-103-10878,XTO Energy Inc,Directional,39.880425,-108.22808,2008
05-103-10883,XTO Energy Inc,Directional,39.880395,-108.228118,2008
05-103-10884,XTO Energy Inc,Directional,39.88036,-108.22815,2008
05-103-10944,XTO Energy Inc,Directional,39.871463,-108.190636,2008
05-103-10945,XTO Energy Inc,Directional,39.871505,-108.190632,2008
05-103-10947,XTO Energy Inc,Directional,39.871382,-108.190645,2008
05-103-10948,XTO Energy Inc,Directional,39.871532,-108.190718,2008
05-103-10949,XTO Energy Inc,Directional,39.871408,-108.190731,2008
05-103-10950,XTO Energy Inc,Directional,39.871545,-108.190629,2008
05-103-10951,XTO Energy Inc,Directional,39.871489,-108.190724,2008
05-103-10952,XTO Energy Inc,Directional,39.871448,-108.190728,2008
05-103-11007,XTO Energy Inc,Directional,39.874055,-108.30156,2008
05-103-11008,XTO Energy Inc,Directional,39.874064,-108.301508,2008
05-103-11038,Whiting Oil & Gas Corp,Directional,39.82123,-108.4203,2008
05-103-11038,Whiting Oil & Gas Corp,Directional,39.82123,-108.4203,2008
05-103-11043,XTO Energy Inc,Directional,39.913141,-108.256196,2008
05-103-11044,XTO Energy Inc,Directional,39.913126,-108.256146,2008
05-103-11045,XTO Energy Inc,Directional,39.913097,-108.256046,2008
05-103-11046,XTO Energy Inc,Directional,39.913081,-108.255997,2008
05-103-11047,XTO Energy Inc,Directional,39.913159,-108.256159,2008
05-103-11048,XTO Energy Inc,Directional,39.913143,-108.256108,2008
05-103-11049,XTO Energy Inc,Directional,39.913115,-108.256009,2008
05-103-11050,XTO Energy Inc,Directional,39.91313,-108.256059,2008
05-103-11054,XTO Energy Inc,Directional,39.913111,-108.256096,2008
05-103-11083,XTO Energy Inc,Directional,39.915658,-108.261197,2008
05-103-11084,XTO Energy Inc,Directional,39.915753,-108.261131,2008
05-103-11085,XTO Energy Inc,Directional,39.915739,-108.261172,2008
05-103-11086,XTO Energy Inc,Directional,39.915633,-108.261169,2008
05-103-11089,XTO Energy Inc,Directional,39.915594,-108.261183,2008
05-103-11090,XTO Energy Inc,Directional,39.915714,-108.261144,2008
05-103-11119,Whiting Oil & Gas Corp,Directional,39.856483,-108.34811,2008
05-103-11124,XTO Energy Inc,Directional,39.8663,-108.314608,2008
05-103-11125,XTO Energy Inc,Directional,39.866341,-108.314604,2008
05-103-11134,XTO Energy Inc,Directional,39.83612,-108.298299,2008
05-103-11135,XTO Energy Inc,Directional,39.836119,-108.298352,2008
05-103-11136,XTO Energy Inc,Directional,39.836117,-108.298406,2008
05-103-11137,XTO Energy Inc,Directional,39.836117,-108.298459,2008
05-103-11138,XTO Energy Inc,Directional,39.836116,-108.298512,2008
05-103-11146,XTO Energy Inc,Directional,39.915581,-108.261225,2008
05-103-11153,Williams Production Company,Directional,39.90472,-108.325392,2008
05-103-11158,XTO Energy Inc,Directional,39.88903,-108.237229,2008
05-103-11160,XTO Energy Inc,Directional,39.88899,-108.237218,2008
05-103-11161,XTO Energy Inc,Directional,39.889005,-108.23726,2008
05-103-11162,XTO Energy Inc,Directional,39.888925,-108.237238,2008
05-103-11164,XTO Energy Inc,Directional,39.889045,-108.237271,2008
05-103-11165,XTO Energy Inc,Directional,39.888965,-108.237249,2008
05-103-11166,XTO Energy Inc,Directional,39.888949,-108.237208,2008
05-103-11263,XTO Energy Inc,Directional,39.8486,-108.27818,2008
05-103-11309,XTO Energy Inc,Directional,39.884606,-108.262522,2008
05-103-11379,XTO Energy Inc,Directional,39.891426,-108.295662,2008
05-103-11409,Whiting Oil & Gas Corp,Directional,39.845886,-108.319493,2008
05-123-25574,Kerr-McGee Oil & Gas Onshore LP,Directional,40.185614,-104.985025,2008
05-123-25688,Synergy Resources,Directional,40.44269,-104.82327,2008
05-123-25689,Synergy Resources,Directional,40.44269,-104.8232,2008
05-123-25692,Kerr-McGee Oil & Gas Onshore LP,Directional,40.19134,-104.98166,2008
05-123-25931,Kerr-McGee Oil & Gas Onshore LP,Directional,40.18245,-104.739667,2008
05-123-26281,Kerr-McGee Oil & Gas Onshore LP,Directional,40.25197,-104.82281,2008
05-123-26711,Mineral Resources Inc,Directional,40.35589,-104.70865,2008
05-123-26801,Kerr-McGee Oil & Gas Onshore LP,Directional,40.148272,-104.994269,2008
05-123-26991,Noble Energy Inc,Directional,40.43179,-104.64438,2008
05-123-27082,Kerr-McGee Oil & Gas Onshore LP,Directional,40.144108,-104.633397,2008
05-123-27082,Kerr-McGee Oil & Gas Onshore LP,Directional,40.144108,-104.633397,2008
05-045-10783,Encana Oil & Gas Inc,Directional,39.40989,-108.03707,2009
05-045-15181,Antero Resources Piceance Corp,Directional,39.523016,-107.729067,2009
05-045-15548,Encana Oil & Gas Inc,Directional,39.590269,-108.079747,2009
05-045-15597,Encana Oil & Gas Inc,Directional,39.590334,-108.080198,2009
05-045-15601,Encana Oil & Gas Inc,Directional,39.590358,-108.0802,2009
05-045-15824,Marathon Oil,Directional,39.56785,-108.13156,2009
05-045-15828,Marathon Oil,Directional,39.56785,-108.1315,2009
05-045-16023,Marathon Oil,Directional,39.57018,-108.2153,2009
05-045-16058,Encana Oil & Gas Inc,Directional,39.58833,-108.070869,2009
05-045-16060,Encana Oil & Gas Inc,Directional,39.58834,-108.0708,2009
05-045-16062,Encana Oil & Gas Inc,Directional,39.588352,-108.070871,2009
05-045-16063,Encana Oil & Gas Inc,Directional,39.588345,-108.070769,2009
05-045-16064,Encana Oil & Gas Inc,Directional,39.588367,-108.0708,2009
05-045-16065,Encana Oil & Gas Inc,Directional,39.588392,-108.07068,2009
05-045-16393,Chevron Inc,Directional,39.566713,-108.346638,2009
05-045-16929,Chevron Inc,Directional,39.56657,-108.346529,2009
05-045-16930,Chevron Inc,Directional,39.566636,-108.3466,2009
05-045-16932,Chevron Inc,Directional,39.566598,-108.34658,2009
05-045-16933,Chevron Inc,Directional,39.566579,-108.34657,2009
05-045-16935,Chevron Inc,Directional,39.566675,-108.346619,2009
05-045-16939,Chevron Inc,Directional,39.566589,-108.346538,2009
05-045-16940,Chevron Inc,Directional,39.566608,-108.346548,2009
05-045-16941,Chevron Inc,Directional,39.566761,-108.346625,2009
05-045-16942,Chevron Inc,Directional,39.566627,-108.346558,2009
05-045-16943,Chevron Inc,Directional,39.566665,-108.346577,2009
05-045-16944,Chevron Inc,Directional,39.566742,-108.346616,2009
05-045-16945,Chevron Inc,Directional,39.566723,-108.346606,2009
05-045-16951,Black Diamond Minerals LLC,Directional,39.394978,-107.831928,2009
05-045-16966,Chevron Inc,Directional,39.566684,-108.346587,2009
05-045-16967,Chevron Inc,Directional,39.566704,-108.346596,2009
05-045-16968,Chevron Inc,Directional,39.566665,-108.34657,2009
05-045-18088,Marathon Oil,Directional,39.58372,-108.19711,2009
05-045-18090,Marathon Oil,Directional,39.58371,-108.19727,2009
05-045-18092,Marathon Oil,Directional,39.58371,-108.19724,2009
05-045-18093,Marathon Oil,Directional,39.58371,-108.19729,2009
05-045-18094,Marathon Oil,Directional,39.58371,-108.19719,2009
05-045-18095,Marathon Oil,Directional,39.58372,-108.19705,2009
05-045-18096,Marathon Oil,Directional,39.58372,-108.19703,2009
05-045-18208,Piceance Energy LLC,Directional,39.43562,-107.82897,2009
05-045-18419,WPX Energy Rocky Mountain LLC,Directional,39.412479,-108.069528,2009
05-077-08809,Encana Oil & Gas Inc,Directional,39.343295,-107.526245,2009
05-103-10616,XTO Energy Inc,Directional,39.891633,-108.295654,2009
05-103-10621,XTO Energy Inc,Directional,39.891591,-108.295656,2009
05-103-10646,XTO Energy Inc,Directional,39.905454,-108.250818,2009
05-103-10647,XTO Energy Inc,Directional,39.905442,-108.250869,2009
05-103-10648,XTO Energy Inc,Directional,39.905429,-108.250919,2009
05-103-10649,XTO Energy Inc,Directional,39.905416,-108.250969,2009
05-103-10730,XTO Energy Inc,Directional,39.88477,-108.2625,2009
05-103-10731,XTO Energy Inc,Directional,39.88472,-108.2625,2009
05-103-10734,XTO Energy Inc,Directional,39.884688,-108.262512,2009
05-103-10924,XTO Energy Inc,Directional,39.923897,-108.321966,2009
05-103-10927,Exxon Mobil Corp,Directional,39.923876,-108.321882,2009
05-103-11003,XTO Energy Inc,Directional,39.87399,-108.30151,2009
05-103-11004,XTO Energy Inc,Directional,39.874019,-108.301357,2009
05-103-11005,XTO Energy Inc,Directional,39.874011,-108.30141,2009
05-103-11009,XTO Energy Inc,Directional,39.874,-108.30146,2009
05-103-11087,XTO Energy Inc,Directional,39.9157,-108.261186,2009
05-103-11097,XTO Energy Inc,Directional,39.915619,-108.285642,2009
05-103-11098,XTO Energy Inc,Directional,39.91565,-108.28563,2009
05-103-11100,XTO Energy Inc,Directional,39.915539,-108.285668,2009
05-103-11101,XTO Energy Inc,Directional,39.915499,-108.285683,2009
05-103-11163,XTO Energy Inc,Directional,39.888909,-108.237196,2009
05-103-11193,XTO Energy Inc,Directional,39.891566,-108.309994,2009
05-103-11198,Exxon Mobil Corp,Directional,39.891456,-108.310064,2009
05-103-11199,Exxon Mobil Corp,Directional,39.891484,-108.309981,2009
05-103-11254,XTO Energy Inc,Directional,39.862888,-108.298854,2009
05-103-11262,XTO Energy Inc,Directional,39.84858,-108.27823,2009
05-103-11267,XTO Energy Inc,Directional,39.862911,-108.298809,2009
