api_number,incident_id,year,spudyr,LifeYear,direction,operator,latitude,longitude,pathway,leak_over,pathway_detail,cause,material,material_detail,volume_gal,waterimpact,contained,state
30-015-36778,nMLB1125551313,2011,2008,3,Horizontal,Yates Petroleum Corp,32.1964722,-103.74646,Tank,Overflow,Unknown,Unknown,Crude Oil,Unknown,1974,No,Yes,NM
30-015-36845,nJMW1324630653,2013,2011,2,Horizontal,Yates Petroleum Corp,32.962326,-104.0202637,Stuffing Box,Leak,Packing Failed,Equipment Failure,Oil & Saltwater,Unknown,210,No,No,NM
30-015-36913,nAB1430948520,2014,2009,6,Horizontal,Yates Petroleum Corp,32.0952225,-104.0824661,Flowline,Leak,Unknown,Equipment Failure,Oil & Saltwater,Unknown,21840,No,No,NM
30-015-36913,nJMW1310637345,2013,2009,4,Horizontal,Yates Petroleum Corp,32.0952225,-104.0824661,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,4620,No,No,NM
30-015-36913,nJMW1311355182,2013,2009,4,Horizontal,Yates Petroleum Corp,32.0952225,-104.0824661,Pump,Leak,Unknown,Equipment Failure,Saltwater,Unknown,840,No,Unknown,NM
30-015-36913,nMLB1122146796,2011,2009,2,Horizontal,Yates Petroleum Corp,32.0952225,-104.0824661,Pump,Leak,Unknown,Equipment Failure,Saltwater,Unknown,27300,No,No,NM
30-015-36932,nAB1430956690,2014,2009,6,Horizontal,COG Operating LLC,32.0997391,-104.013237,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,840,No,No,NM
30-015-36998,nJMW1218048947,2012,2010,2,Horizontal,BOPCO LP,32.1532364,-103.8959351,Flowline,Leak,Corrosion,Equipment Failure,Oil & Saltwater,Unknown,1050,No,No,NM
30-015-37034,nKMW1103241386,2011,2009,2,Horizontal,COG Operating LLC,32.1207848,-104.099762,Tank,Overflow,Valve,Human Error,Crude Oil,Unknown,4620,No,Yes,NM
30-015-37061,nJMW1326354450,2013,2010,3,Horizontal,Yates Petroleum Corp,32.8824806,-104.1911621,Heater Treater,Leak,Unknown,Equipment Failure,Saltwater,Unknown,420,No,Unknown,NM
30-015-37064,nJMW1319929753,2013,2009,4,Horizontal,BOPCO LP,32.349144,-103.8386002,Flowline,Leak,Corrosion,Equipment Failure,Oil & Saltwater,Unknown,336,No,No,NM
30-015-37065,nJMW1328128519,2013,2012,2,Horizontal,Devon Energy Production Company,32.24071,-103.83624,Flowline,Leak,Unknown,Equipment Failure,Oil & Saltwater,Unknown,420,No,No,NM
30-015-37141,nMLB1210247392,2012,2009,3,Horizontal,COG Operating LLC,32.080101,-104.1018906,Heater Treater,Leak,Unknown,Equipment Failure,Oil & Saltwater,Unknown,5460,No,No,NM
30-015-37144,nHMP1406924194,2014,2009,4,Horizontal,COG Operating LLC,32.6233215,-103.8239365,Heater Treater,Leak,Fire,Unknown,Oil & Saltwater,Unknown,2940,No,Unknown,NM
30-015-37144,nMLB1031340286,2010,2009,1,Horizontal,COG Operating LLC,32.6233215,-103.8239365,Tank,Overflow,Unknown,Unknown,Crude Oil,Unknown,420,No,Yes,NM
30-015-37145,nMLB1131440213,2011,2010,1,Horizontal,COG Operating LLC,32.710434,-103.8208313,Tank,Leak,Corrosion,Equipment Failure,Saltwater,Unknown,8400,No,Yes,NM
30-015-37146,nJMW1403055003,2014,2010,3,Horizontal,COG Operating LLC,32.7104149,-103.8303299,Wellhead,NA,Pumping Tee,Equipment Failure,Crude Oil,Unknown,294,No,Unknown,NM
30-015-37147,nAB1424536124,2014,2010,4,Horizontal,BOPCO LP,32.2258606,-103.8471069,Flowline,Leak,Valve,Equipment Failure,Crude Oil,Unknown,840,No,Yes,NM
30-015-37164,nJMW1302241995,2012,2011,2,Horizontal,COG Operating LLC,32.1903343,-104.0333557,Tank,Leak,Unknown,Equipment Failure,Oil & Saltwater,Unknown,2100,No,Yes,NM
30-015-37168,nAB1426849862,2014,2009,5,Horizontal,Yates Petroleum Corp,32.7596054,-104.0210037,Tank,Overflow,Unknown,Unknown,Crude Oil,Unknown,210,No,Unknown,NM
30-015-37194,nMLB1102540101,2010,2009,1,Horizontal,XTO Energy Inc,32.306778,-103.9280396,Transport,NA,Loading/Unloading,Human Error,Crude Oil,Unknown,420,No,Unknown,NM
30-015-37211,nMLB1129949056,2011,2011,0,Horizontal,Yates Petroleum Corp,32.6985283,-104.5104446,Flowline,Leak,Unknown,Unknown,Oil & Saltwater,Unknown,19530,No,Unknown,NM
30-015-37220,nJMW1232052348,2012,2010,3,Horizontal,Devon Energy Production Company,32.8940582,-104.1905899,Transport,NA,Loading/Unloading,Human Error,Saltwater,Unknown,11970,No,Yes,NM
30-015-37234,nHMP1412224328,2014,2009,4,Horizontal,COG Operating LLC,32.0186005,-104.1191635,Heater Treater,Leak,Unknown,Equipment Failure,Crude Oil,Unknown,2100,No,Yes,NM
30-015-37234,nJMW1228948228,2012,2009,3,Horizontal,COG Operating LLC,32.0186005,-104.1191635,Flowline,Leak,Fire,Unknown,Oil & Saltwater,Unknown,3570,No,Yes,NM
30-015-37234,nJMW1234851101,2012,2009,3,Horizontal,COG Operating LLC,32.0186005,-104.1191635,Free Water Knockout,NA,Gasket,Equipment Failure,Oil & Saltwater,Unknown,1260,No,Yes,NM
30-015-37234,nJMW1309539213,2013,2009,3,Horizontal,COG Operating LLC,32.0186005,-104.1191635,Free Water Knockout,NA,Gasket,Equipment Failure,Saltwater,Unknown,1680,No,Unknown,NM
30-015-37234,nKMW1101931286,2011,2009,1,Horizontal,COG Operating LLC,32.0186005,-104.1191635,Tank,Overflow,Pump,Equipment Failure,Saltwater,Unknown,6300,No,Yes,NM
30-015-37234,nMLB1035134439,2010,2009,1,Horizontal,COG Operating LLC,32.0186005,-104.1191635,Filter Pot,NA,Fitting,Human Error,Saltwater,Unknown,4914,No,Yes,NM
30-015-37252,nAB1420648311,2014,2009,5,Horizontal,Yates Petroleum Corp,32.2432632,-103.9976425,Unknown,NA,Gauge,Equipment Failure,Oil & Saltwater,Unknown,630,No,Unknown,NM
30-015-37256,nJMW1400247338,2013,2010,4,Horizontal,COG Operating LLC,32.0222282,-104.1191635,Free Water Knockout,NA,Gasket,Equipment Failure,Oil & Saltwater,Unknown,1680,No,No,NM
30-015-37258,nAB1506434756,2014,2010,5,Horizontal,Devon Energy Production Company,32.6686211,-103.9012527,Tank,NA,Valve,Human Error,Saltwater,Unknown,252,No,Unknown,NM
30-015-37260,nMLB1215255011,2012,2011,1,Horizontal,COG Operating LLC,32.1504173,-103.9001465,Tank,Overflow,Valve,Equipment Failure,Crude Oil,Unknown,5460,No,Yes,NM
30-015-37371,nKMW1109628560,2011,2010,0,Horizontal,Devon Energy Production Company,32.294614,-103.973089,Tank,Overflow,Unknown,Human Error,Saltwater,Unknown,420,No,No,NM
30-015-37407,nJMW1327531915,2013,2010,4,Horizontal,Yates Petroleum Corp,32.2398415,-103.9964981,Flowline,Leak,Unknown,Equipment Failure,Oil & Saltwater,Unknown,630,No,No,NM
30-015-37416,nJMW1221554747,2012,2011,1,Horizontal,COG Operating LLC,32.1099434,-104.0997009,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,6300,No,Yes,NM
30-015-37416,nJMW1305352806,2013,2011,2,Horizontal,COG Operating LLC,32.1099434,-104.0997009,Free Water Knockout,Leak,Unknown,Equipment Failure,Saltwater,Unknown,756,No,Yes,NM
30-015-37425,nHMP1420232194,2014,2010,4,Horizontal,COG Operating LLC,32.0515366,-104.1170883,Pump,NA,Unknown,Equipment Failure,Condensate & Saltwater,Unknown,NA,No,Yes,NM
30-015-37426,nMLB1122437327,2011,2010,1,Horizontal,COG Operating LLC,32.0515251,-104.0828857,Free Water Knockout,Leak,Sight Glass,Equipment Failure,Saltwater,Unknown,3360,No,Yes,NM
30-015-37465,nAB1429431624,2014,2010,4,Horizontal,COG Operating LLC,32.019516,-104.1159668,Tank,NA,Flood,Environmental Conditions,Oil & Saltwater,Unknown,17346,Yes,No,NM
30-015-37465,nMLB1226546393,2012,2010,2,Horizontal,COG Operating LLC,32.019516,-104.1159668,Tank,Overflow,Pump,Equipment Failure,Saltwater,Unknown,3780,No,Yes,NM
30-015-37480,nJMW1304234477,2013,2010,2,Horizontal,COG Operating LLC,32.109088,-104.0296402,Separator,NA,High Wind,Environmental Conditions,Oil & Saltwater,Unknown,9240,No,Yes,NM
30-015-37497,nJMW1334328333,2013,2010,3,Horizontal,COG Operating LLC,32.0807419,-104.119072,Flowline,Leak,Valve,Equipment Failure,Saltwater,Unknown,4200,No,No,NM
30-015-37497,nMLB1208053839,2012,2010,1,Horizontal,COG Operating LLC,32.0807419,-104.119072,Flowline,Leak,Fire,Unknown,Saltwater,Unknown,840,No,No,NM
30-015-37547,nJMW1309541502,2013,2010,3,Horizontal,COG Operating LLC,32.0486679,-104.2026672,Tank,Overflow,Unknown,Unknown,Crude Oil,Unknown,252,No,Yes,NM
30-015-37547,nJMW1319653044,2013,2010,3,Horizontal,COG Operating LLC,32.0486679,-104.2026672,Tank,Overflow,Unknown,Human Error,Crude Oil,Unknown,3360,No,Yes,NM
30-015-37548,nJMW1312340607,2013,2010,3,Horizontal,COG Operating LLC,32.0653343,-104.0503311,Tank,Overflow,Unknown,Human Error,Saltwater,Unknown,1512,No,Yes,NM
30-015-37551,nAB1423751598,2014,2011,3,Horizontal,Mewbourne Oil Company,32.0922127,-103.7391739,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,73500,No,No,NM
30-015-37551,nHMP1414933630,2014,2011,3,Horizontal,Mewbourne Oil Company,32.0922127,-103.7391739,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,6300,No,No,NM
30-015-37551,nJMW1319650906,2013,2011,2,Horizontal,Mewbourne Oil Company,32.0922127,-103.7391739,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,10500,No,No,NM
30-015-37552,nJMW1312742172,2013,2010,3,Horizontal,Yates Petroleum Corp,32.0809784,-104.3224487,Pump,NA,Unknown,Equipment Failure,Saltwater,Unknown,15120,No,No,NM
30-015-37552,nKMW1110234177,2011,2010,1,Horizontal,Yates Petroleum Corp,32.0809784,-104.3224487,Unknown,NA,Valve,Equipment Failure,Saltwater,Unknown,1470,No,Yes,NM
30-015-37552,nMLB1223549251,2011,2010,1,Horizontal,Yates Petroleum Corp,32.0809784,-104.3224487,Free Water Knockout,NA,Valve - Froze,Environmental Conditions,Saltwater,Unknown,1260,No,Yes,NM
30-015-37555,nMLB1204153894,2012,2010,2,Horizontal,Yates Petroleum Corp,32.1537743,-104.1707687,Transport,NA,Loading/Unloading,Human Error,Crude Oil,Unknown,462,No,Yes,NM
30-015-37555,nMLB1204747359,2012,2010,2,Horizontal,Yates Petroleum Corp,32.1537743,-104.1707687,Flowline,Leak,Unknown,Equipment Failure,Crude Oil,Unknown,1890,No,No,NM
30-015-37556,nAB1426551694,2014,2012,2,Horizontal,Yates Petroleum Corp,32.3999519,-103.7406387,Blowout,NA,Stuffing Box,Equipment Failure,Oil & Saltwater,Unknown,2940,No,No,NM
30-015-37590,nHMP1413432969,2014,2012,2,Horizontal,EOG Resources Inc,32.1514415,-103.9514549,Heater Treater,Leak,Valve,Equipment Failure,Crude Oil,Unknown,1890,No,Unknown,NM
30-015-37614,nJMW1305630303,2013,2010,3,Horizontal,COG Operating LLC,32.062252,-103.9986572,Transport,NA,Loading/Unloading,Human Error,Saltwater,Unknown,840,No,Yes,NM
30-015-37646,nHMP1419937403,2014,2012,2,Horizontal,BOPCO LP,32.1557388,-103.7840118,Pump,NA,Unknown,Human Error,Crude Oil,Unknown,1176,No,No,NM
30-015-37678,nJMW1318452944,2013,2010,3,Horizontal,COG Operating LLC,32.0508652,-103.9814911,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,840,No,Yes,NM
30-015-37678,nMLB1125628040,2011,2010,1,Horizontal,COG Operating LLC,32.0508652,-103.9814911,Tank,Leak,Vandalism,Human Error,Saltwater,Unknown,37380,No,Yes,NM
30-015-37879,nJMW1319340874,2013,2010,3,Horizontal,EOG Resources Inc,32.107399,-103.9795151,Tank,Overflow,Power Outage,Equipment Failure,Saltwater,Unknown,5880,No,Yes,NM
30-015-37879,nJMW1326048925,2013,2010,3,Horizontal,EOG Resources Inc,32.107399,-103.9795151,Tank,Overflow,Pump,Equipment Failure,Saltwater,Unknown,2940,No,Yes,NM
30-015-37879,nMLB1031240514,2010,2010,0,Horizontal,EOG Resources Inc,32.107399,-103.9795151,Tank,Overflow,Pump,Equipment Failure,Saltwater,Unknown,840,No,Yes,NM
30-015-37899,nJMW1328038365,2013,2010,3,Horizontal,Devon Energy Production Company,32.0639153,-103.7638779,Flowline,Leak,Unknown,Equipment Failure,Crude Oil,Unknown,420,No,Unknown,NM
30-015-37927,nJMW1318439398,2013,2010,3,Horizontal,COG Operating LLC,32.6177788,-104.4435654,Flare,NA,Fire,Unknown,Oil & Saltwater,Unknown,84,No,No,NM
30-015-37927,nMLB1226549180,2012,2010,2,Horizontal,COG Operating LLC,32.6177788,-104.4435654,Flowline,Leak,Corrosion,Equipment Failure,Oil & Saltwater,Unknown,7560,No,Yes,NM
30-015-37931,nKMW1111131124,2011,2011,0,Horizontal,Yates Petroleum Corp,32.2464256,-104.0087891,Pump,Leak,Unknown,Equipment Failure,Drilling Waste,Unknown,840,No,Yes,NM
30-015-37942,nHMP1413435475,2014,2010,4,Horizontal,Yates Petroleum Corp,32.0198936,-104.1410599,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,21000,No,No,NM
30-015-37942,nHMP1415732350,2014,2010,4,Horizontal,Yates Petroleum Corp,32.0198936,-104.1410599,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,12600,No,No,NM
30-015-37942,nJMW1400232920,2013,2010,3,Horizontal,Yates Petroleum Corp,32.0198936,-104.1410599,Wellhead,NA,Valve,Equipment Failure,Saltwater,Unknown,504,No,Yes,NM
30-015-37948,nKMW1110148125,2011,2010,1,Horizontal,COG Operating LLC,32.3127403,-103.9975891,Tank,NA,Valve,Equipment Failure,Saltwater,Unknown,2940,No,No,NM
30-015-37973,nMLB1203329834,2011,2010,1,Horizontal,COG Operating LLC,32.6305962,-104.4286957,Filter Pot,NA,Valve,Equipment Failure,Saltwater,Unknown,840,No,Yes,NM
30-015-37997,nHMP1412232021,2014,2010,4,Horizontal,Yates Petroleum Corp,32.6540985,-103.8807755,Tank,Overflow,High Wind,Environmental Conditions,Oil & Saltwater,Unknown,6384,No,Yes,NM
30-015-37997,nMLB1122742820,2011,2010,1,Horizontal,Yates Petroleum Corp,32.6540985,-103.8807755,Tank,Overflow,Unknown,Human Error,Saltwater,Unknown,3150,No,Yes,NM
30-015-38072,nJMW1305636263,2013,2012,1,Horizontal,COG Operating LLC,32.0770874,-104.0826111,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,8400,No,Unknown,NM
30-015-38113,nHMP1410129629,2014,2010,3,Horizontal,BOPCO LP,32.304966,-103.8037643,Pump,NA,Fitting,Equipment Failure,Saltwater,Unknown,1050,No,No,NM
30-015-38116,nAB1433049483,2014,2011,3,Horizontal,BOPCO LP,32.3124962,-103.7977982,Flowline,Leak,Corrosion,Equipment Failure,Oil & Saltwater,Unknown,420,No,Yes,NM
30-015-38169,nJMW1302350423,2013,2011,1,Horizontal,COG Operating LLC,32.0798111,-104.0815201,Pump,NA,Valve,Human Error,Crude Oil,Unknown,6846,No,Yes,NM
30-015-38223,nHMP1408738739,2014,2011,3,Horizontal,Yates Petroleum Corp,32.0048676,-104.0496368,Tank,Overflow,Heater Treater,Equipment Failure,Crude Oil,Unknown,630,No,Yes,NM
30-015-38223,nHMP1418430504,2014,2011,3,Horizontal,Yates Petroleum Corp,32.0048676,-104.0496368,Flowline,Leak,Unknown,Equipment Failure,Oil & Saltwater,Unknown,1050,No,Yes,NM
30-015-38223,nJMW1321849579,2013,2011,2,Horizontal,Yates Petroleum Corp,32.0048676,-104.0496368,Water Leg,Overflow,Power Outage,Equipment Failure,Saltwater,Unknown,840,No,Yes,NM
30-015-38242,nMLB1215941646,2012,2010,2,Horizontal,Devon Energy Production Company,32.1437645,-104.0031586,Wellhead,NA,Fitting,Equipment Failure,Oil & Saltwater,Unknown,504,No,No,NM
30-015-38257,nHMP1406539248,2014,2010,3,Horizontal,COG Operating LLC,32.061676,-104.0999146,Flowline,Leak,Weld,Equipment Failure,Saltwater,Unknown,630,No,Unknown,NM
30-015-38257,nMLB1208056604,2012,2010,1,Horizontal,COG Operating LLC,32.061676,-104.0999146,Flowline,Leak,Fitting,Equipment Failure,Saltwater,Unknown,630,No,No,NM
30-015-38287,nHMP1411844251,2014,2011,3,Horizontal,OXY USA Inc,32.2820435,-103.9982758,Tank,Leak,Corrosion,Equipment Failure,Oil & Saltwater,Unknown,2520,No,Yes,NM
30-015-38287,nJMW1312328817,2013,2011,2,Horizontal,OXY USA Inc,32.2820435,-103.9982758,Tank,Overflow,Pump,Equipment Failure,Crude Oil,Unknown,5880,No,Unknown,NM
30-015-38295,nHMP1416332467,2014,2011,3,Horizontal,COG Operating LLC,32.6105042,-103.8901062,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,1680,No,Yes,NM
30-015-38295,nJMW1314937818,2013,2011,2,Horizontal,COG Operating LLC,32.6105042,-103.8901062,Tank,Overflow,Unknown,Human Error,Crude Oil,Unknown,2814,No,Yes,NM
30-015-38296,nMLB1121355059,2011,2010,1,Horizontal,Cimarex Energy Company,32.6522942,-103.8732529,Tank,NA,Valve,Equipment Failure,Crude Oil,Unknown,630,No,No,NM
30-015-38314,nMLB1203332867,2011,2011,1,Horizontal,Devon Energy Production Company,32.7261,-103.81707,Tank,Overflow,Unknown,Unknown,Saltwater,Unknown,420,No,Yes,NM
30-015-38316,nJMW1221441921,2012,2010,2,Horizontal,Yates Petroleum Corp,32.1208801,-104.0825958,Flowline,Leak,Vehicle Accident,Human Error,Saltwater,Unknown,21000,No,Yes,NM
30-015-38338,nMLB1113050834,2011,2011,0,Horizontal,Devon Energy Production Company,32.650035,-104.104527,Tank,Overflow,Unknown,Human Error,Oil & Saltwater,Unknown,1092,No,Unknown,NM
30-015-38366,nJMW1321937220,2013,2011,2,Horizontal,OXY USA Inc,32.2551537,-103.9796906,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,420,No,Unknown,NM
30-015-38454,nMLB1205232067,2012,2011,1,Horizontal,Devon Energy Production Company,32.66317,-103.88352,Free Water Knockout,NA,Valve,Equipment Failure,Crude Oil,Unknown,840,No,Yes,NM
30-015-38488,nHMP1406531419,2014,2011,3,Horizontal,COG Operating LLC,32.0195427,-104.1106415,Flowline,Leak,Weld,Equipment Failure,Saltwater,Unknown,504,No,Unknown,NM
30-015-38488,nJMW1312749580,2013,2011,2,Horizontal,COG Operating LLC,32.0195427,-104.1106415,Flowline,Leak,Corrosion,Equipment Failure,Saltwater,Unknown,4200,No,No,NM
30-015-38500,nJMW1326251610,2013,2011,2,Horizontal,COG Production LLC,32.0014343,-104.0137482,Flowline,Leak,Corrosion,Equipment Failure,Saltwater,Unknown,840,No,Yes,NM
30-015-38522,nAB1433649950,2014,2011,3,Horizontal,Yates Petroleum Corp,32.0048637,-104.0497208,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,840,No,Yes,NM
30-015-38522,nJMW1314852969,2013,2011,2,Horizontal,Yates Petroleum Corp,32.0048637,-104.0497208,Water Leg,NA,Pump,Equipment Failure,Saltwater,Unknown,1176,No,Yes,NM
30-015-38532,nJMW1331739314,2013,2011,2,Horizontal,COG Production LLC,32.0014305,-104.0168457,Tank,Overflow,Valve,Unknown,Crude Oil,Unknown,5250,No,Unknown,NM
30-015-38535,nJMW1229349116,2012,2011,1,Horizontal,Devon Energy Production Company,32.1661758,-103.7636108,Tank,Overflow,Power Outage,Equipment Failure,Saltwater,Unknown,630,No,No,NM
30-015-38557,nMLB1204437755,2012,2011,1,Horizontal,Devon Energy Production Company,32.18027,-103.74168,Flowline,Leak,Fitting,Equipment Failure,Oil & Saltwater,Unknown,840,No,Unknown,NM
30-015-38569,nAB1430728086,2014,2012,2,Horizontal,BC Operating Inc,32.734333,-104.3966675,Tank,Leak,Corrosion,Equipment Failure,Crude Oil,Unknown,294,No,Yes,NM
30-015-38600,nMLB1122340260,2011,2011,0,Horizontal,Vanguard Operating LLC,32.1618652,-104.084259,Tank,Leak,Unknown,Equipment Failure,Hydraulic Fracture Solution,Acid,3990,No,Yes,NM
30-015-38602,nAB1506437854,2014,2011,4,Horizontal,Devon Energy Production Company,32.26833,-103.72684,Tank,Overflow,Unknown,Unknown,Crude Oil,Unknown,840,No,Yes,NM
30-015-38637,nHMP1417837073,2014,2011,3,Horizontal,Mewbourne Oil Company,32.6434593,-104.4393692,Tank,Leak,Corrosion,Equipment Failure,Crude Oil,Unknown,840,No,Yes,NM
30-015-38668,nAB1428137738,2014,2011,3,Horizontal,BOPCO LP,32.1509933,-103.8555832,Wellhead,NA,Fitting,Equipment Failure,Oil & Saltwater,Unknown,3234,No,No,NM
30-015-38675,nJMW1224942822,2012,2012,0,Horizontal,Mewbourne Oil Company,32.268397,-104.0596848,Tank,Leak,Unknown,Equipment Failure,Saltwater,Unknown,5040,No,Yes,NM
30-015-38948,nAB1429432526,2014,2011,3,Horizontal,COG Operating LLC,32.1073227,-104.1364059,Tank,NA,Flood,Environmental Conditions,Oil & Saltwater,Unknown,15960,Yes,No,NM
30-015-38979,nHMP1416348099,2014,2011,3,Horizontal,Cimarex Energy Company,32.6960373,-103.9651947,Stuffing Box,Leak,Unknown,Equipment Failure,Oil & Saltwater,Unknown,546,No,Yes,NM
30-015-38980,nAB1424649543,2014,2011,3,Horizontal,COG Operating LLC,32.066143,-104.0139236,Tank,Leak,Unknown,Unknown,Oil & Saltwater,Unknown,1596,No,Yes,NM
30-015-38980,nJMW1303841712,2013,2011,2,Horizontal,COG Operating LLC,32.066143,-104.0139236,Pump,Leak,Nipple,Equipment Failure,Saltwater,Unknown,18900,No,Yes,NM
30-015-38980,nJMW1314040088,2013,2011,2,Horizontal,COG Operating LLC,32.066143,-104.0139236,Filter Pot,NA,Valve,Human Error,Saltwater,Unknown,4200,No,Yes,NM
30-015-38980,nMLB1122937897,2011,2011,0,Horizontal,COG Operating LLC,32.066143,-104.0139236,Tank,NA,Valve,Equipment Failure,Saltwater,Unknown,966,No,Yes,NM
30-015-38984,nAB1430854045,2014,2012,2,Horizontal,Mewbourne Oil Company,32.7018013,-103.9532776,Tank,Leak,Vandalism,Human Error,Crude Oil,Unknown,4620,No,Yes,NM
30-015-38988,nMLB1132039932,2011,2011,0,Horizontal,Marshall & Winston Inc,32.6321144,-104.4412231,Tank,NA,Unknown,Equipment Failure,Hydraulic Fracture Solution,Unknown,168,No,Unknown,NM
30-015-38990,nJMW1321937948,2013,2011,2,Horizontal,Yates Petroleum Corp,32.7525749,-104.021453,Tank,Overflow,Unknown,Equipment Failure,Crude Oil,Unknown,294,No,Yes,NM
30-015-38990,nMLB1204139894,2012,2011,0,Horizontal,Yates Petroleum Corp,32.7525749,-104.021453,Tank,Overflow,Unknown,Unknown,Crude Oil,Unknown,1680,No,Yes,NM
30-015-38990,nMLB1209754628,2012,2011,1,Horizontal,Yates Petroleum Corp,32.7525749,-104.021453,Tank,Overflow,Valve,Unknown,Crude Oil,Unknown,5124,No,Yes,NM
30-015-39018,nAB1428137122,2014,2011,3,Horizontal,BOPCO LP,32.1818733,-103.8328629,Flowline,Leak,Corrosion,Equipment Failure,Oil & Saltwater,Unknown,4998,No,Yes,NM
30-015-39038,nHMP1417630538,2014,2011,3,Horizontal,COG Operating LLC,32.0515976,-104.0730057,Pump,Leak,Valve,Equipment Failure,Saltwater,Unknown,4200,No,Yes,NM
30-015-39060,nAB1507736778,2014,2012,2,Horizontal,COG Operating LLC,32.0942116,-104.0996017,Flowline,Leak,Unknown,Equipment Failure,Saltwater,Unknown,NA,No,Yes,NM
30-015-39071,nJMW1225455843,2012,2011,1,Horizontal,Devon Energy Production Company,32.06667,-103.74289,Tank,Overflow,Unknown,Human Error,Crude Oil,Unknown,840,No,No,NM
30-015-39099,nHMP1406629354,2014,2011,3,Horizontal,EOG Resources Inc,32.0636963,-103.7985624,Transport,NA,Loading/Unloading,Human Error,Crude Oil,Unknown,630,No,Unknown,NM
30-015-39099,nHMP1408736178,2014,2011,3,Horizontal,EOG Resources Inc,32.0636963,-103.7985624,Transport,NA,Loading/Unloading,Human Error,Crude Oil,Unknown,630,No,Unknown,NM
30-015-39112,nAB1425529738,2014,2011,3,Horizontal,OXY USA Inc,32.669521,-104.068568,Tank,Leak,Corrosion,Equipment Failure,Saltwater,Unknown,2940,No,Unknown,NM
30-015-39151,nJMW1219549113,2012,2011,1,Horizontal,COG Operating LLC,32.6090431,-104.452919,Separator,NA,Gasket,Equipment Failure,Oil & Saltwater,Unknown,4200,No,Yes,NM
30-015-39151,nJMW1331649742,2013,2011,2,Horizontal,COG Operating LLC,32.6090431,-104.452919,Heater Treater,Leak,Fire Tube,Equipment Failure,Oil & Saltwater,Unknown,630,No,Yes,NM
30-015-39151,nJMW1334333986,2013,2011,2,Horizontal,COG Operating LLC,32.6090431,-104.452919,Heater Treater,Leak,Fire Tube,Equipment Failure,Oil & Saltwater,Unknown,630,No,Yes,NM
30-015-39151,nJMW1402340623,2014,2011,2,Horizontal,COG Operating LLC,32.6090431,-104.452919,Heater Treater,Leak,Unknown,Equipment Failure,Saltwater,Unknown,420,No,Yes,NM
30-015-39162,nAB1435732150,2014,2011,3,Horizontal,Devon Energy Production Company,32.06559803,-103.7470964,Separator,NA,Valve,Equipment Failure,Crude Oil,Unknown,1260,No,Yes,NM
30-015-39164,nJMW1324938778,2013,2011,2,Horizontal,Cimarex Energy Company,32.6656647,-104.1045227,Blowout,NA,Unknown,Unknown,Oil & Saltwater,Unknown,2100,No,No,NM
30-015-39171,nJMW1300851642,2012,2012,1,Horizontal,EOG Resources Inc,32.0636885,-103.803511,Separator,NA,Valve,Equipment Failure,Crude Oil,Unknown,420,No,No,NM
30-015-39171,nJMW1301651993,2012,2012,1,Horizontal,EOG Resources Inc,32.0636885,-103.803511,Separator,NA,Valve,Equipment Failure,Crude Oil,Unknown,420,No,No,NM
30-015-39220,nAB1435049621,2014,2011,3,Horizontal,OXY USA Inc,32.271114,-103.979573,Stuffing Box,Leak,Froze,Environmental Conditions,Crude Oil,Unknown,210,No,Yes,NM
30-015-39227,nMLB1226548013,2012,2011,1,Horizontal,Cimarex Energy Company,32.1356926,-104.269577,Storage Container,Leak,Unknown,Human Error,Hydraulic Fracture Solution,Acid,420,No,Yes,NM
30-015-39241,nAB1433751685,2014,2014,1,Horizontal,Yates Petroleum Corp,32.6193657,-104.0187912,Tank,NA,Valve,Equipment Failure,Crude Oil,Unknown,4830,No,Yes,NM
30-015-39264,nJMW1314047263,2013,2012,1,Horizontal,COG Operating LLC,32.6106873,-104.4352951,Well Casing,NA,Valve,Human Error,Crude Oil,Unknown,1680,No,No,NM
30-015-39294,nAB1435050931,2014,2011,3,Horizontal,BOPCO LP,32.2169647,-103.8418655,Flowline,Leak,Corrosion,Equipment Failure,Oil & Saltwater,Unknown,336,No,No,NM
30-015-39344,nMLB1130852870,2011,2011,0,Horizontal,BOPCO LP,32.1534081,-103.8493729,Tank,NA,Unknown,Human Error,Drilling Waste,Unknown,840,No,Unknown,NM
30-015-39348,nJMW1310131572,2013,2011,1,Horizontal,Yates Petroleum Corp,32.8894043,-104.2591934,Tank,NA,High Wind,Environmental Conditions,Saltwater,Unknown,5040,No,Yes,NM
