api,operator,status,direction,depth_ft,spudyr,latitude,longitude
30-015-36404,Yates Petroleum Corp,Active,Horizontal,4760,2008,32.9177666,-104.5170288
30-015-36406,Devon Energy Production Company,Active,Horizontal,8295,2010,32.1828575,-103.7379227
30-015-36411,EOG Resources Inc,Active,Horizontal,10835,2008,32.7708397,-103.9968719
30-015-36421,Yates Petroleum Corp,Active,Horizontal,10994,2008,32.9211693,-104.1898499
30-015-36427,Devon Energy Production Company,Active,Horizontal,12320,2008,32.3129883,-103.7731705
30-015-36430,COG Operating LLC,Active,Horizontal,10793,2008,32.1131248,-104.0141144
30-015-36432,Chi Operating Inc,Plugged and Abandoned,Horizontal,10700,2008,32.8474731,-104.2750778
30-015-36461,Devon Energy Production Company,Active,Horizontal,10529,2008,32.294426,-103.9730835
30-015-36499,Yates Petroleum Corp,Active,Horizontal,12797,2008,32.200264,-104.1506424
30-015-36502,Legacy Reservers Operating LP,Active,Horizontal,8400,2008,32.6991043,-104.6896591
30-015-36535,COG Production LLC,Active,Horizontal,11865,2008,32.1647873,-103.944519
30-015-36537,COG Operating LLC,Active,Horizontal,4422,2008,32.6233368,-104.4621811
30-015-36559,COG Operating LLC,Active,Horizontal,11231,2009,32.1511154,-104.0167618
30-015-36578,EOG Resources Inc,Active,Horizontal,12291,2008,32.7535629,-104.0100784
30-015-36579,EOG Resources Inc,Active,Horizontal,12220,2008,32.7492714,-104.0095596
30-015-36581,EOG Resources Inc,Active,Horizontal,11140,2008,32.7631454,-103.9694672
30-015-36617,EOG Resources Inc,Active,Horizontal,12385,2009,32.7454185,-104.0102386
30-015-36635,BOPCO LP,Active,Horizontal,99999,2008,32.123951,-103.8959351
30-015-36636,BOPCO LP,Active,Horizontal,8301,2010,32.1679916,-103.8785706
30-015-36644,COG Operating LLC,Active,Horizontal,10190,2009,32.0945129,-104.0953369
30-015-36645,COG Production LLC,Active,Horizontal,10916,2008,32.2606201,-104.0860138
30-015-36654,Burnett Oil Company Inc,Active,Horizontal,7433,2008,32.8322258,-103.9373169
30-015-36657,BOPCO LP,Active,Horizontal,12177,2009,32.1678619,-103.8959274
30-015-36678,COG Operating LLC,Active,Horizontal,7607,2010,32.0162048,-104.4239502
30-015-36684,Yates Petroleum Corp,Plugged and Abandoned,Horizontal,999,2010,32.9105835,-104.2228928
30-015-36715,Cimarex Energy Company of CO,Plugged and Abandoned,Horizontal,7958,2008,32.8809967,-104.1067352
30-015-36722,BOPCO LP,Active,Horizontal,12070,2009,32.3426552,-103.8262634
30-015-36732,Mewbourne Oil Company,Active,Horizontal,11051,2008,32.8995972,-104.1747437
30-015-36742,Mack Energy Corp,Plugged and Abandoned,Horizontal,999,2009,32.9388771,-104.0873795
30-015-36750,COG Operating LLC,Active,Horizontal,11082,2009,32.6233292,-103.8154907
30-015-36751,Mack Energy Corp,Active,Horizontal,10627,2010,32.8843689,-104.2250137
30-015-36754,Yates Petroleum Corp,Active,Horizontal,8275,2008,32.8447304,-104.6220093
30-015-36755,COG Production LLC,Active,Horizontal,6834,2010,32.0807228,-104.0171509
30-015-36774,COG Production LLC,Active,Horizontal,99,2008,32.0780182,-103.9527893
30-015-36775,CHEVRON USA Inc,Active,Horizontal,12115,2008,32.0799332,-103.9194794
30-015-36776,COG Production LLC,Active,Horizontal,7741,2012,32.1200523,-103.961937
30-015-36778,Yates Petroleum Corp,Active,Horizontal,8323,2008,32.1964722,-103.74646
30-015-36786,Yates Petroleum Corp,Plugged and Abandoned,Horizontal,34,2008,32.9625702,-104.0039063
30-015-36827,Devon Energy Production Company,Active,Horizontal,8087,2009,32.2817345,-103.7507172
30-015-36830,BOPCO LP,Active,Horizontal,8026,2009,32.1824837,-103.8803101
30-015-36845,Yates Petroleum Corp,Active,Horizontal,7317,2011,32.962326,-104.0202637
30-015-36853,Mewbourne Oil Company,Active,Horizontal,10409,2009,32.896019,-104.1697159
30-015-36871,EOG Resources Inc,Active,Horizontal,6919,2009,32.7680283,-104.0174179
30-015-36876,Mewbourne Oil Company,Active,Horizontal,6561,2010,32.8965721,-104.1697159
30-015-36882,EOG Resources Inc,Active,Horizontal,10600,2009,32.7683372,-104.0127335
30-015-36883,CHEVRON USA Inc,Active,Horizontal,7944,2009,32.0653419,-103.9180832
30-015-36893,COG Operating LLC,Active,Horizontal,6030,2010,32.8427544,-103.974144
30-015-36913,Yates Petroleum Corp,Active,Horizontal,9,2009,32.0952225,-104.0824661
30-015-36916,EOG Resources Inc,Active,Horizontal,12015,2009,32.7751656,-104.0012665
30-015-36924,BOPCO LP,Active,Horizontal,11890,2009,32.1893272,-103.8701096
30-015-36932,COG Production LLC,Active,Horizontal,11383,2009,32.0997391,-104.013237
30-015-36940,Lime Rock Resources II-A LP,Active,Horizontal,4315,2010,32.7686577,-104.3250885
30-015-36950,BOPCO LP,Active,Horizontal,12442,2009,32.1832352,-103.8704529
30-015-36951,XTO Energy Inc,Active,Horizontal,6783,2010,32.3190269,-103.9415512
30-015-36955,Yates Petroleum Corp,Plugged and Abandoned,Horizontal,34,2010,32.9527588,-104.0715637
30-015-36970,Lime Rock Resources II-A LP,Active,Horizontal,5031,2010,32.7653275,-104.3191986
30-015-36985,Murchison Oil & Gas Inc,Active,Horizontal,7213,2011,32.9536667,-104.0534973
30-015-36987,OXY USA Inc,Active,Horizontal,11980,2009,32.2585945,-103.9823303
30-015-36998,BOPCO LP,Active,Horizontal,12327,2010,32.1532364,-103.8959351
30-015-37000,COG Production LLC,Active,Horizontal,7086,2012,32.2779961,-104.0855331
30-015-37029,BOPCO LP,Active,Horizontal,7955,2011,32.2384911,-103.9283981
30-015-37030,BOPCO LP,Active,Horizontal,8524,2010,32.0657692,-103.8326263
30-015-37031,BOPCO LP,Active,Horizontal,13247,2009,32.1820679,-103.8583145
30-015-37034,COG Operating LLC,Approved TA,Horizontal,8700,2009,32.1207848,-104.099762
30-015-37035,Yates Petroleum Corp,Active,Horizontal,7675,2009,32.2368431,-103.9981461
30-015-37039,EOG Resources Inc,Active,Horizontal,10980,2009,32.8916626,-104.2235489
30-015-37046,BOPCO LP,Active,Horizontal,7655,2009,32.3467789,-103.8262634
30-015-37049,COG Production LLC,Active,Horizontal,7040,2011,32.033535,-104.0353622
30-015-37053,COG Operating LLC,Active,Horizontal,12155,2009,32.14674,-103.9046707
30-015-37054,Yates Petroleum Corp,Plugged and Abandoned,Horizontal,645,2009,32.2531433,-103.9959412
30-015-37059,Yates Petroleum Corp,Active,Horizontal,7249,2010,32.948967,-104.0534286
30-015-37061,Yates Petroleum Corp,Active,Horizontal,6564,2010,32.8824806,-104.1911621
30-015-37062,BOPCO LP,Active,Horizontal,12436,2009,32.3436737,-103.8397446
30-015-37063,BOPCO LP,Active,Horizontal,13234,2009,32.3456955,-103.8393936
30-015-37064,BOPCO LP,Active,Horizontal,7209,2009,32.349144,-103.8386002
30-015-37065,Devon Energy Production Company,Active,Horizontal,0,2012,32.2405853,-103.8357468
30-015-37101,Legacy Reservers Operating LP,Active,Horizontal,6845,2010,32.9140587,-104.1531677
30-015-37105,EOG Resources Inc,Active,Horizontal,9,2009,32.8876762,-104.223587
30-015-37120,COG Operating LLC,Active,Horizontal,11450,2009,32.0771027,-104.0997849
30-015-37141,COG Operating LLC,Active,Horizontal,10961,2009,32.080101,-104.1018906
30-015-37142,COG Operating LLC,Active,Horizontal,6732,2011,32.0798225,-104.0994339
30-015-37143,COG Operating LLC,Active,Horizontal,12574,2009,32.7104416,-103.8161163
30-015-37144,COG Operating LLC,Active,Horizontal,13645,2009,32.6233215,-103.8239365
30-015-37145,COG Operating LLC,Active,Horizontal,12564,2010,32.710434,-103.8208313
30-015-37146,COG Operating LLC,Active,Horizontal,12640,2010,32.7104149,-103.8303299
30-015-37147,BOPCO LP,Active,Horizontal,8601,2010,32.2258606,-103.8471069
30-015-37153,Yates Petroleum Corp,Active,Horizontal,11890,2009,32.196476,-103.7421951
30-015-37163,COG Operating LLC,Active,Horizontal,4376,2009,32.6105652,-104.4626312
30-015-37164,COG Production LLC,Active,Horizontal,6975,2011,32.1903343,-104.0333557
30-015-37165,XTO Energy Inc,Active,Horizontal,6813,2010,32.319252,-103.9413605
30-015-37166,XTO Energy Inc,Active,Horizontal,6808,2009,32.3189125,-103.9416428
30-015-37167,Yates Petroleum Corp,Active,Horizontal,7786,2010,32.7560043,-104.0209122
30-015-37168,Yates Petroleum Corp,Active,Horizontal,7733,2009,32.7596054,-104.0210037
30-015-37170,Mewbourne Oil Company,Active,Horizontal,12461,2009,32.609623,-104.0950623
30-015-37172,Devon Energy Production Company,Active,Horizontal,10556,2009,32.3174171,-103.7988129
30-015-37175,BOPCO LP,Active,Horizontal,10610,2009,32.353714,-103.8304672
30-015-37185,COG Operating LLC,Active,Horizontal,13680,2009,32.666893,-103.8154984
30-015-37189,Yates Petroleum Corp,Active,Horizontal,7692,2012,32.3996811,-103.8241806
30-015-37190,Yates Petroleum Corp,Active,Horizontal,14720,2011,32.3996849,-103.8191605
30-015-37193,Devon Energy Production Company,Active,Horizontal,10535,2009,32.9093819,-104.2042694
30-015-37194,XTO Energy Inc,Active,Horizontal,9,2009,32.306778,-103.9280396
30-015-37198,Mewbourne Oil Company,Active,Horizontal,8979,2011,32.609684,-104.1115417
30-015-37206,EOG Resources Inc,Active,Horizontal,8131,2011,32.6512833,-104.0534668
30-015-37207,EOG Resources Inc,Active,Horizontal,7154,2011,32.6477394,-104.0539551
30-015-37208,EOG Resources Inc,Active,Horizontal,8154,2011,32.6406708,-104.0534592
30-015-37211,Yates Petroleum Corp,Active,Horizontal,4286,2011,32.6985283,-104.5104446
30-015-37214,EOG Resources Inc,Active,Horizontal,7426,2010,32.7775421,-104.0207291
30-015-37215,EOG Resources Inc,Active,Horizontal,7582,2010,32.770771,-104.0204391
30-015-37216,EOG Resources Inc,Active,Horizontal,7524,2010,32.7736969,-104.0204468
30-015-37220,Devon Energy Production Company,Active,Horizontal,10883,2010,32.8940582,-104.1905899
30-015-37234,COG Operating LLC,Active,Horizontal,10990,2009,32.0186005,-104.1191635
30-015-37249,OXY USA Inc,Active,Horizontal,10275,2009,32.2694969,-103.9969788
30-015-37250,Murchison Oil & Gas Inc,Active,Horizontal,6315,2009,32.8929634,-104.22435
30-015-37252,Yates Petroleum Corp,Active,Horizontal,12044,2009,32.2432632,-103.9976425
30-015-37254,COG Operating LLC,Active,Horizontal,7674,2012,32.0296516,-104.1191864
30-015-37255,COG Operating LLC,Active,Horizontal,7675,2013,32.0264091,-104.1191788
30-015-37256,COG Operating LLC,Active,Horizontal,11005,2010,32.0222282,-104.1191635
30-015-37257,Devon Energy Production Company,Active,Horizontal,8790,2009,32.6762733,-103.9012756
30-015-37258,Devon Energy Production Company,Active,Horizontal,8762,2010,32.6686211,-103.9012527
30-015-37260,COG Operating LLC,Active,Horizontal,13837,2011,32.1504173,-103.9001465
30-015-37265,COG Operating LLC,Active,Horizontal,10955,2010,32.6233253,-103.8195877
30-015-37267,COG Operating LLC,Active,Horizontal,5507,2009,32.0246124,-104.3463898
30-015-37271,BOPCO LP,Active,Horizontal,14132,2009,32.3503189,-103.8373337
30-015-37272,BOPCO LP,Active,Horizontal,14636,2010,32.3385124,-103.8362198
30-015-37273,BOPCO LP,Active,Horizontal,14087,2009,32.3387184,-103.8362198
30-015-37280,EOG Resources Inc,Active,Horizontal,10885,2010,32.8845139,-104.2076645
30-015-37284,COG Operating LLC,Active,Horizontal,7050,2010,32.6229286,-104.4479675
30-015-37285,COG Operating LLC,Active,Horizontal,7100,2009,32.6232491,-104.4528046
30-015-37296,COG Production LLC,Active,Horizontal,9460,2010,32.1648026,-103.9402542
30-015-37299,COG Operating LLC,Active,Horizontal,7930,2011,32.1438599,-103.9090958
30-015-37308,OXY USA Inc,Active,Horizontal,11400,2009,32.2668533,-103.9836349
30-015-37309,BOPCO LP,Active,Horizontal,16274,2010,32.3330917,-103.8313904
30-015-37310,BOPCO LP,Active,Horizontal,15675,2010,32.3332977,-103.8313904
30-015-37316,EOG Resources Inc,Active,Horizontal,11715,2009,32.770237,-103.9833298
30-015-37321,Mack Energy Corp,Active,Horizontal,4365,2013,32.7873039,-103.8310089
30-015-37329,Devon Energy Production Company,Active,Horizontal,0,2010,32.869606,-104.206604
30-015-37331,OXY USA Inc,Active,Horizontal,7784,2010,32.2736282,-103.9967117
30-015-37362,Devon Energy Production Company,Active,Horizontal,12505,2010,32.1946564,-103.74646
30-015-37365,Yates Petroleum Corp,Active,Horizontal,8312,2009,32.2119141,-103.7411194
30-015-37367,Yates Petroleum Corp,Active,Horizontal,12817,2010,32.2155457,-103.7411194
30-015-37368,OXY USA Inc,Active,Horizontal,7702,2010,32.2645073,-103.9819336
30-015-37371,Devon Energy Production Company,Active,Horizontal,8594,2010,32.2946129,-103.9730835
30-015-37373,COG Operating LLC,Active,Horizontal,6934,2010,32.1091385,-104.0246811
30-015-37374,COG Operating LLC,Active,Horizontal,11115,2009,32.1100655,-104.0226517
30-015-37375,BOPCO LP,Active,Horizontal,0,2011,32.1239662,-103.8786697
30-015-37379,Mewbourne Oil Company,Active,Horizontal,9846,2009,32.1806717,-103.9393311
30-015-37382,Cimarex Energy Company of CO,Active,Horizontal,0,2013,32.152153,-104.2433014
30-015-37384,Mack Energy Corp,Active,Horizontal,0,2009,32.8977928,-104.1372757
30-015-37385,Devon Energy Production Company,Active,Horizontal,10883,2010,32.8859673,-104.1921387
30-015-37395,Murchison Oil & Gas Inc,Active,Horizontal,6327,2010,32.8880501,-104.224556
30-015-37404,Devon Energy Production Company,Active,Horizontal,8285,2010,32.1946526,-103.7501831
30-015-37407,Yates Petroleum Corp,Active,Horizontal,12043,2010,32.2398415,-103.9964981
30-015-37409,Devon Energy Production Company,Active,Horizontal,8277,2010,32.1946487,-103.7549896
30-015-37415,COG Operating LLC,Active,Horizontal,10839,2010,32.109951,-104.1342773
30-015-37416,COG Operating LLC,Active,Horizontal,11150,2011,32.1099434,-104.0997009
30-015-37422,COG Operating LLC,Active,Horizontal,11018,2010,32.0479012,-104.1192169
30-015-37423,COG Operating LLC,Active,Horizontal,10750,2011,32.0479088,-104.1170883
30-015-37424,COG Operating LLC,Plugged and Abandoned,Horizontal,11379,2010,32.0478935,-104.0850143
30-015-37425,COG Operating LLC,Active,Horizontal,10913,2010,32.0515366,-104.1170883
30-015-37426,COG Operating LLC,Active,Horizontal,6845,2010,32.0515251,-104.0828857
30-015-37429,Devon Energy Production Company,Active,Horizontal,10504,2011,32.8648567,-104.1918411
30-015-37431,Cimarex Energy Company of CO,Active,Horizontal,6081,2009,32.1210938,-104.2726517
30-015-37435,COG Operating LLC,Active,Horizontal,11011,2010,32.0515327,-104.1192169
30-015-37447,Devon Energy Production Company,Active,Horizontal,12686,2010,32.1946602,-103.7426453
30-015-37448,EOG Resources Inc,Active,Horizontal,6403,2010,32.8803635,-104.2077255
30-015-37451,Mewbourne Oil Company,Active,Horizontal,8159,2010,32.6370392,-104.0530319
30-015-37461,Cimarex Energy Company of CO,Active,Horizontal,7808,2010,32.6589966,-104.0895081
30-015-37462,Yates Petroleum Corp,Active,Horizontal,13912,2011,32.2450294,-104.014122
30-015-37463,Yates Petroleum Corp,Active,Horizontal,7853,2010,32.1355438,-104.168541
30-015-37464,Yates Petroleum Corp,Plugged and Abandoned,Horizontal,170,2009,32.8707123,-104.2551422
30-015-37465,COG Operating LLC,Active,Horizontal,6459,2010,32.019516,-104.1159668
30-015-37466,COG Operating LLC,Active,Horizontal,6166,2010,32.0800552,-104.2540741
30-015-37467,COG Operating LLC,Active,Horizontal,6634,2010,32.0771141,-104.1169739
30-015-37468,COG Operating LLC,Active,Horizontal,6389,2010,32.0771141,-104.1191025
30-015-37479,COG Operating LLC,Active,Horizontal,5343,2010,32.0308342,-104.3603439
30-015-37480,COG Operating LLC,Active,Horizontal,7114,2010,32.1090889,-104.0296402
30-015-37482,Mewbourne Oil Company,Active,Horizontal,8173,2010,32.7280769,-104.7026215
30-015-37497,COG Operating LLC,Active,Horizontal,11052,2010,32.0807419,-104.119072
30-015-37498,COG Operating LLC,Active,Horizontal,6704,2010,32.0186882,-104.0997009
30-015-37500,Yates Petroleum Corp,Active,Horizontal,6124,2010,32.1355515,-104.1706696
30-015-37509,Yates Petroleum Corp,Active,Horizontal,7984,2012,32.40510612,-103.7454295
30-015-37510,Yates Petroleum Corp,Active,Horizontal,7045,2012,32.4036598,-103.7407074
30-015-37511,Yates Petroleum Corp,Active,Horizontal,12600,2010,32.4087715,-103.741127
30-015-37515,Yates Petroleum Corp,Active,Horizontal,11285,2011,32.326252,-103.7646332
30-015-37518,BOPCO LP,Active,Horizontal,7893,2010,32.2255249,-103.9302292
30-015-37537,Yates Petroleum Corp,Active,Horizontal,12550,2010,32.1391792,-104.1706924
30-015-37547,COG Operating LLC,Active,Horizontal,10570,2010,32.0486679,-104.2026672
30-015-37548,COG Operating LLC,Active,Horizontal,11275,2010,32.0653343,-104.0503311
30-015-37549,Yates Petroleum Corp,Active,Horizontal,11375,2010,32.0653343,-104.0486221
30-015-37551,Mewbourne Oil Company,Active,Horizontal,12760,2011,32.0922127,-103.7391739
30-015-37552,Yates Petroleum Corp,Active,Horizontal,6,2010,32.0809784,-104.3224487
30-015-37555,Yates Petroleum Corp,Active,Horizontal,12604,2010,32.1537743,-104.1707687
30-015-37556,Yates Petroleum Corp,Active,Horizontal,7019,2012,32.3999519,-103.7406387
30-015-37581,COG Operating LLC,Active,Horizontal,13630,2010,32.6106148,-103.8299942
30-015-37582,COG Operating LLC,Active,Horizontal,2678,2010,32.6087761,-104.4576187
30-015-37585,Mewbourne Oil Company,Active,Horizontal,2493,2010,32.5997009,-104.4865952
30-015-37588,EOG Resources Inc,Active,Horizontal,7638,2010,32.1510963,-103.962265
30-015-37589,EOG Resources Inc,Active,Horizontal,7357,2010,32.151577,-103.9577942
30-015-37590,EOG Resources Inc,Active,Horizontal,7332,2012,32.1516113,-103.9519882
30-015-37591,Yates Petroleum Corp,Active,Horizontal,6267,2010,32.1501503,-104.1515121
30-015-37602,Murchison Oil & Gas Inc,Active,Horizontal,6314,2010,32.8907738,-104.2245331
30-015-37603,Murchison Oil & Gas Inc,Active,Horizontal,11050,2010,32.8759499,-104.2073593
30-015-37605,COG Operating LLC,Plugged and Abandoned,Horizontal,9,2010,32.2255363,-103.7383347
30-015-37607,COG Operating LLC,Active,Horizontal,9154,2011,32.2255325,-103.7327423
30-015-37614,COG Operating LLC,Plugged and Abandoned,Horizontal,11645,2010,32.062252,-103.9986572
30-015-37615,Yates Petroleum Corp,Active,Horizontal,6101,2010,32.3256416,-104.0309525
30-015-37616,Devon Energy Production Company,Active,Horizontal,12887,2011,32.313488,-103.7784805
30-015-37625,Devon Energy Production Company,Active,Horizontal,11650,2010,32.1236305,-103.9929276
30-015-37626,Devon Energy Production Company,Active,Horizontal,11469,2010,32.1240349,-103.9969635
30-015-37627,Devon Energy Production Company,Active,Horizontal,11589,2010,32.1364174,-103.9942322
30-015-37628,Devon Energy Production Company,Active,Horizontal,11600,2010,32.1236343,-103.9905701
