api,operator,status,direction,depth_ft,spudyr,longitude,latitude
37-125-23903,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.215806,40.287722
37-125-23904,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.215806,40.287778
37-125-23908,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.234194,40.305833
37-125-23909,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.234083,40.30575
37-125-23940,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.215778,40.287611
37-125-23941,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.215778,40.287778
37-125-23942,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.215806,40.287833
37-125-23949,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.215778,40.287833
37-125-23994,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.234139,40.305806
37-125-27416,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.234133,40.305958
37-125-27438,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.234183,40.305997
37-125-27439,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.234289,40.305922
37-125-24648,Chevron Appalachia LLC,Active,Horizontal,NA,2012,-79.955711,40.029375
37-125-24649,Chevron Appalachia LLC,Active,Horizontal,NA,2012,-79.955658,40.029367
37-125-24650,Chevron Appalachia LLC,Active,Horizontal,NA,2012,-79.955606,40.029358
37-125-24651,Chevron Appalachia LLC,Active,Horizontal,NA,2012,-79.955553,40.02935
37-125-24652,Chevron Appalachia LLC,Active,Horizontal,NA,2012,-79.9555,40.029342
37-125-22752,Range Resources Appalachia LLC,Active,Horizontal,NA,2007,-80.227357,40.283551
37-125-22758,Range Resources Appalachia LLC,Active,Horizontal,NA,2007,-80.240024,40.277106
37-125-22874,Range Resources Appalachia LLC,Active,Vertical,NA,2007,-80.234829,40.27644
37-125-22897,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.253635,40.274412
37-125-22899,Range Resources Appalachia LLC,Active,Vertical,NA,2008,-80.252108,40.271134
37-125-22942,Range Resources Appalachia LLC,Active,Horizontal,NA,2007,-80.248274,40.254468
37-125-22991,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.248248,40.258613
37-125-23007,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.23719,40.255662
37-125-23008,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.279192,40.243829
37-125-23032,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.263164,40.248607
37-125-23040,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.239968,40.277134
37-125-23041,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.239913,40.277134
37-125-23056,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.25358,40.274412
37-125-23057,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.24983,40.276523
37-125-23130,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.27922,40.243829
37-125-23194,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.272108,40.261662
37-125-23359,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.24983,40.276551
37-125-23637,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.227107,40.283523
37-125-23638,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.227051,40.283551
37-125-23643,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.227162,40.283551
37-125-23676,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.216301,40.274217
37-125-23690,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.262997,40.248634
37-125-23691,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.263164,40.248634
37-125-23692,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.263052,40.248634
37-125-23697,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.227107,40.283551
37-125-23730,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.277694,40.230472
37-125-23731,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.277667,40.230583
37-125-23732,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.277442,40.230662
37-125-23733,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.27747,40.230718
37-125-23734,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.27747,40.230662
37-125-23735,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.262941,40.248634
37-125-23759,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.227051,40.283578
37-125-23785,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.277667,40.230694
37-125-23786,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.277694,40.230583
37-125-23787,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.277694,40.230528
37-125-23809,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.216528,40.274278
37-125-23810,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.216556,40.274139
37-125-23811,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.2165,40.274361
37-125-23822,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.263167,40.248639
37-125-23831,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.2165,40.274389
37-125-23860,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.239528,40.275889
37-125-23861,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.239528,40.275833
37-125-23907,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.2165,40.274306
37-125-23932,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.247789,40.291039
37-125-23933,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.247858,40.291031
37-125-23991,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.270278,40.246361
37-125-23992,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.270333,40.246361
37-125-23993,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.270333,40.246306
37-125-24014,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.270306,40.246139
37-125-24015,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.270306,40.24625
37-125-24016,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.270306,40.246194
37-125-24247,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.258369,40.273303
37-125-24248,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.258369,40.27325
37-125-24249,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.258361,40.273083
37-125-24250,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.258364,40.273139
37-125-24251,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.258367,40.273194
37-125-24407,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.294783,40.250867
37-125-24453,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.217439,40.263794
37-125-24454,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.217375,40.263858
37-125-24457,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.294881,40.2509
37-125-24458,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.294742,40.250733
37-125-24459,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.294839,40.250767
37-125-24462,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.294939,40.2508
37-125-24567,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.217308,40.263925
37-125-24580,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.269056,40.217625
37-125-24581,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.269025,40.217519
37-125-24582,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.26895,40.217644
37-125-24639,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.268814,40.217556
37-125-24640,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.268847,40.217664
37-125-24739,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.217422,40.263992
37-125-27306,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.247761,40.291214
37-125-27307,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.247675,40.291169
37-125-27308,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.247606,40.291181
37-125-27459,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.247886,40.291136
37-125-27460,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.247817,40.291147
37-125-22265,Range Resources Appalachia LLC,Active,Horizontal,NA,2006,-80.377306,40.270245
37-125-22637,Range Resources Appalachia LLC,Active,Horizontal,NA,2007,-80.378639,40.298717
37-125-22668,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.390668,40.261023
37-125-22793,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.388001,40.262829
37-125-22830,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.388056,40.262829
37-125-22861,Range Resources Appalachia LLC,Active,Horizontal,NA,2008,-80.390612,40.260912
37-125-22957,Atlas Resources LLC,Regulatory Inactive,Vertical,NA,2008,-80.384195,40.272134
37-125-22960,Atlas Resources LLC,Regulatory Inactive,Vertical,NA,2008,-80.391279,40.274745
37-125-22961,Atlas Resources LLC,Regulatory Inactive,Vertical,NA,2008,-80.402085,40.270079
37-125-23070,Atlas Resources LLC,Regulatory Inactive,Vertical,NA,2008,-80.398168,40.270412
37-125-23161,Atlas Resources LLC,Active,Vertical,NA,2008,-80.361167,40.280467
37-125-23271,Chevron Appalachia LLC,Active,Horizontal,NA,2008,-80.385195,40.269384
37-125-23376,Atlas Resources LLC,Active,Vertical,NA,2008,-80.385001,40.269412
37-125-23429,Atlas Resources LLC,Regulatory Inactive,Horizontal,NA,2008,-80.390473,40.268968
37-125-23515,Atlas Resources LLC,Active,Vertical,NA,2009,-80.39039,40.269134
37-125-23537,Atlas Resources LLC,Active,Vertical,NA,2009,-80.365945,40.281134
37-125-23859,Range Resources Appalachia LLC,Active,Horizontal,NA,2009,-80.390972,40.261056
37-125-23925,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.36275,40.265528
37-125-23928,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.362722,40.265472
37-125-23929,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.362611,40.265333
37-125-23930,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.362694,40.265444
37-125-23931,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.362667,40.265389
37-125-24323,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.379689,40.299219
37-125-24324,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.379617,40.299194
37-125-24325,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.379525,40.299108
37-125-24326,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.379597,40.299133
37-125-24328,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.379569,40.29915
37-125-24415,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.360844,40.305203
37-125-24416,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.360797,40.305275
37-125-24417,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.36075,40.30535
37-125-24450,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.431508,40.284953
37-125-24451,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.4314,40.284956
37-125-24452,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.431294,40.284958
37-125-24479,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.446603,40.283436
37-125-24480,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.446744,40.283272
37-125-24481,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.446644,40.283303
37-125-24482,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.446547,40.283336
37-125-24488,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.431503,40.284842
37-125-24501,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.455303,40.278158
37-125-24502,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.455231,40.278064
37-125-24503,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.455322,40.278022
37-125-24519,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.455417,40.277981
37-125-24545,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.4075,40.299369
37-125-24546,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.407361,40.299342
37-125-24547,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.407386,40.299261
37-125-24670,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.407411,40.299183
37-125-24689,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.411747,40.296519
37-125-24690,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.411656,40.296564
37-125-24711,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.360925,40.305325
37-125-24712,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.360878,40.305397
37-125-24715,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.360975,40.30525
37-125-24736,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.411825,40.296611
37-125-24737,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.411733,40.296656
37-125-24743,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.408856,40.263508
37-125-24744,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.408778,40.263567
37-125-24745,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.408753,40.263433
37-125-24746,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.408678,40.263489
37-125-24747,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.4086,40.263547
37-125-24754,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.408703,40.263625
37-125-24806,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.415608,40.287219
37-125-24807,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.415753,40.287217
37-125-24808,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.41575,40.287136
37-125-24811,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.461075,40.293047
37-125-24814,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.46105,40.292967
37-125-24858,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.406956,40.309478
37-125-24859,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.406878,40.309325
37-125-24860,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.406822,40.309519
37-125-24861,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.406744,40.309367
37-125-24894,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.390931,40.293194
37-125-24895,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.39085,40.293383
37-125-24896,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.461025,40.292886
37-125-24897,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.390961,40.293275
37-125-24934,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.415606,40.287139
37-125-26971,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.431214,40.271942
37-125-26972,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.431217,40.271744
37-125-26973,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.431275,40.271814
37-125-26974,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.431094,40.271806
37-125-26975,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.431333,40.271883
37-125-26996,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.390822,40.293306
37-125-26998,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.390792,40.293225
37-125-27015,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.40525,40.343119
37-125-27017,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.390989,40.293353
37-125-27056,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.405456,40.342994
37-125-27060,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.405358,40.343111
37-125-27061,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.405239,40.343008
37-125-27062,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.405347,40.343003
37-125-27063,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.405467,40.343106
37-125-27129,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.369778,40.307833
37-125-27130,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.369783,40.307997
37-125-27131,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.369781,40.307917
37-125-27151,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.386486,40.283008
37-125-27152,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.386308,40.282992
37-125-27167,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.386539,40.283081
37-125-27168,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.386256,40.282919
37-125-27169,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.386433,40.282936
37-125-27176,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.372558,40.261792
37-125-27177,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.372519,40.261869
37-125-27178,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.372386,40.261828
37-125-27179,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.372467,40.261675
37-125-27191,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.372428,40.261753
37-125-27305,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.386361,40.283064
37-125-27365,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.369925,40.307911
37-125-27373,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.369922,40.307831
37-125-27374,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.369928,40.307994
37-125-23711,Atlas Resources LLC,Active,Vertical,NA,2009,-80.032626,40.021523
37-125-23779,Atlas Resources LLC,Active,Vertical,NA,2009,-80.051786,40.034614
37-125-23962,Chevron Appalachia LLC,Active,Horizontal,NA,2010,-80.018461,40.010322
37-125-24185,Chevron Appalachia LLC,Active,Horizontal,NA,2010,-80.050981,40.038083
37-125-24460,Chevron Appalachia LLC,Active,Horizontal,NA,2011,-80.047342,40.028508
37-125-24461,Chevron Appalachia LLC,Active,Horizontal,NA,2011,-80.047392,40.028517
37-125-24877,Chevron Appalachia LLC,Active,Horizontal,NA,2013,-80.040483,40.020739
37-125-24878,Chevron Appalachia LLC,Active,Horizontal,NA,2013,-80.040472,40.020781
37-125-24879,Chevron Appalachia LLC,Active,Horizontal,NA,2013,-80.040461,40.020819
37-125-23919,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.415861,40.151361
37-125-23920,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.415833,40.151306
37-125-23921,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.415806,40.15125
37-125-23922,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.415778,40.15125
37-125-23923,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.415889,40.151472
37-125-24000,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.415861,40.151472
37-125-24001,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.415833,40.151417
37-125-24002,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.415806,40.151361
37-125-24003,Range Resources Appalachia LLC,Active,Horizontal,NA,2010,-80.415861,40.151417
37-125-24265,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.430933,40.131581
37-125-24266,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.430961,40.1316
37-125-24267,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.430911,40.131639
37-125-24268,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.430731,40.131736
37-125-24269,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.430783,40.131697
37-125-24270,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.430786,40.131733
37-125-24271,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-80.430833,40.131658
37-125-24369,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.466436,40.172739
37-125-24370,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.466331,40.172731
37-125-24473,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.466314,40.172839
37-125-24604,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.466544,40.17275
37-125-24632,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.466528,40.172858
37-125-24633,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.466419,40.17285
37-125-24659,Southwestern Energy Production Co,Active,Horizontal,NA,2012,-80.507583,40.114722
37-125-24672,Southwestern Energy Production Co,Active,Horizontal,NA,2012,-80.496556,40.155861
37-125-24688,Southwestern Energy Production Co,Active,Horizontal,NA,2013,-80.499308,40.183836
37-125-24703,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.423886,40.145533
37-125-24704,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.424078,40.145606
37-125-24705,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.424175,40.145642
37-125-24748,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.462006,40.136869
37-125-24749,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.46205,40.136794
37-125-24750,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.462097,40.136722
37-125-24751,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.462142,40.136647
37-125-24752,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-80.462189,40.136572
37-125-24875,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.423789,40.145497
37-125-24915,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.424142,40.145508
37-125-24946,Southwestern Energy Production Co,Active,Horizontal,NA,2013,-80.499333,40.183869
37-125-26939,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.424239,40.145544
37-125-27047,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.445094,40.107828
37-125-27048,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.445186,40.107944
37-125-27049,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.445053,40.107903
37-125-27093,Southwestern Energy Production Co,Active,Horizontal,NA,2013,-80.493039,40.119172
37-125-27098,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.472594,40.095414
37-125-27099,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.472686,40.095564
37-125-27100,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.472731,40.095639
37-125-27101,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.472639,40.095489
37-125-27105,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.472775,40.095714
37-125-27115,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.445225,40.107869
37-125-27116,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.445014,40.107981
37-125-27118,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-80.445144,40.108022
37-125-27193,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.434175,40.121167
37-125-27194,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.434206,40.121331
37-125-27195,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.434064,40.121344
37-125-27234,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.434192,40.121247
37-125-27299,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.434033,40.121181
37-125-27300,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.43405,40.121264
37-125-27333,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-80.462106,40.13645
37-125-27352,Southwestern Energy Production Co,Active,Horizontal,NA,2014,-80.499219,40.183831
37-125-27353,Southwestern Energy Production Co,Active,Horizontal,NA,2014,-80.499356,40.183903
37-125-27354,Southwestern Energy Production Co,Active,Horizontal,NA,2014,-80.499244,40.183864
37-125-27355,Southwestern Energy Production Co,Active,Horizontal,NA,2014,-80.499294,40.183931
37-125-27366,Southwestern Energy Production Co,Active,Horizontal,NA,2014,-80.499283,40.183803
37-125-27185,EQT Production Co,Active,Horizontal,NA,2014,-80.041831,39.992367
37-125-27187,EQT Production Co,Active,Horizontal,NA,2014,-80.041794,39.992397
37-125-27190,EQT Production Co,Active,Horizontal,NA,2014,-80.041864,39.992336
37-125-27345,EQT Production Co,Active,Horizontal,NA,2014,-80.041761,39.992431
37-125-27071,CNX Gas Co LLC,Active,Horizontal,NA,2013,-80.346478,40.074517
37-125-27078,CNX Gas Co LLC,Active,Horizontal,NA,2013,-80.346611,40.074558
37-125-27079,CNX Gas Co LLC,Active,Horizontal,NA,2013,-80.346678,40.074578
37-125-27080,CNX Gas Co LLC,Active,Horizontal,NA,2013,-80.346544,40.074536
37-125-27081,CNX Gas Co LLC,Active,Horizontal,NA,2013,-80.346744,40.074597
37-125-27082,CNX Gas Co LLC,Active,Horizontal,NA,2013,-80.346811,40.074617
37-125-27246,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.380175,40.066233
37-125-27247,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.380242,40.066253
37-125-27249,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.380308,40.066272
37-125-27250,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.380372,40.066294
37-125-27251,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.380439,40.066314
37-125-27255,CNX Gas Co LLC,Active,Horizontal,NA,2013,-80.346586,40.074608
37-125-27256,CNX Gas Co LLC,Active,Horizontal,NA,2013,-80.346519,40.074589
37-125-27257,CNX Gas Co LLC,Active,Horizontal,NA,2013,-80.346453,40.074569
37-125-27376,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.410742,39.992044
37-125-27377,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.410769,39.991994
37-125-27378,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.410861,39.991961
37-125-27418,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.410836,39.992014
37-125-27420,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.410808,39.992064
37-125-27443,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.410794,39.991942
37-125-27444,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.410822,39.991892
37-125-27455,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.410717,39.992097
37-125-27469,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.410783,39.992117
37-125-27470,CNX Gas Co LLC,Active,Horizontal,NA,2014,-80.410886,39.991911
37-125-24157,EQT Production Co,Active,Horizontal,NA,2011,-79.981028,40.166667
37-125-24158,EQT Production Co,Active,Horizontal,NA,2011,-79.981028,40.166639
37-125-24697,EQT Production Co,Active,Horizontal,NA,2012,-79.981036,40.166719
37-125-24932,EQT Production Co,Active,Horizontal,NA,2012,-79.981042,40.166761
37-125-24933,EQT Production Co,Active,Horizontal,NA,2012,-79.98105,40.166803
37-125-27122,Rice Drilling B LLC,Active,Horizontal,NA,2014,-80.004897,40.166469
